Name,SiteDescription,Administrator,Licensee,Address,City,State,Zip,County,Email,TelephoneNumber
ELITE MANOR AMELIA,RESIDENTIAL CARE ELDERLY,"LEE, ALAN","ELITE MANOR RESIDENTIAL CARE COMPANY, LLC",1104 AMELIA PLACE,ESCONDIDO,CA,92026.0,SAN DIEGO,,(858) 523-8008
PARTNERS IN SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"TOMLINSON, BRENNA","PARTNERS IN HOME CARE, LLC",2657 CRISIE LANE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(858) 261-4639
KELLY'S SUNSET VILLA,RESIDENTIAL CARE ELDERLY,"WELKER, KELLY D","K&K SENIOR CARE SPECIALISTS, INC.",1205 SUNSET HEIGHTS ROAD,ESCONDIDO,CA,92026.0,SAN DIEGO,,(619) 504-5049
KELLY'S ALMAGRO VILLA,RESIDENTIAL CARE ELDERLY,"WELKER, KELLY","K&K SENIOR CARE SPECIALISTS, INC.",1889 ALMAGRO LANE,ESCONDIDO,CA,92026.0,SAN DIEGO,,(619) 504-5049
CORAL TREE CARE,RESIDENTIAL CARE ELDERLY,"MORRISON, VAL M",CORAL TREE CARE LLC,3549 HOLLYBERRY DRIVE,VISTA,CA,92084.0,SAN DIEGO,,(310) 733-6727
QUIET HILLS LIVING,RESIDENTIAL CARE ELDERLY,"BLAKE, MARY ANN","OM SAI RAMM, LLC",884 GRETNA GREEN WAY,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 270-2075
GOLDEN SUNSET VILLA SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"LU, MARK","GOLDEN SUNSET VILLA, LLC",1995 SUNSET DRIVE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(858) 397-8381
ELITE MANOR MELBOURNE,RESIDENTIAL CARE ELDERLY,"LEE, ALAN","ELITE MANOR RESIDENTIAL CARE COMPANY, LLC",328 MELBOURNE GLEN,ESCONDIDO,CA,92026.0,SAN DIEGO,,(858) 523-8008
ESCONDIDO RETIREMENT GARDEN,RESIDENTIAL CARE ELDERLY,"WILLIAMS, MERCELITA","WILLIAMS, MERCELITA",819 N. ROSE STREET,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 975-3158
COUNTRY GARDENS,RESIDENTIAL CARE ELDERLY,"CASTELLANOS, JENNY",ANGEL OF CARE INC,1504 HILLCREST LANE,FALLBROOK,CA,92028.0,SAN DIEGO,,(951) 216-8130
ALMA'S JOYFUL LIVING HOME CARE,RESIDENTIAL CARE ELDERLY,"PAREL, AILEEN","PAREL, AILEEN JOY",802 ORLA STREET,SAN MARCOS,CA,92069.0,SAN DIEGO,,(760) 591-9294
DOLORE HOME,RESIDENTIAL CARE ELDERLY,LUONG DAO,"DOLORE HOME, LLC",1412 DOLORE PLACE,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 294-9805
ESCONDIDO AUTUMN CARE,RESIDENTIAL CARE ELDERLY,"MARVIN, ANN MARIE","ANN MARIE MARVIN, LLC",1312 E MISSION AVE,ESCONDIDO,CA,92027.0,SAN DIEGO,,(619) 252-9155
VILLA BERNARDO,RESIDENTIAL CARE ELDERLY,LYNN DRUMMOND,VILLA BERNARDO OPCO LLC,2960 BERNARDO AVE,ESCONDIDO,CA,92029.0,SAN DIEGO,,(858) 925-8858
FALLBROOK GARDENS LIMITED,RESIDENTIAL CARE ELDERLY,"TOTANES, TOM",LAWRENCE B TOTANES,1810 E ALVARADO ST,FALLBROOK,CA,92028.0,SAN DIEGO,,(760) 723-0089
ESCONDIDO ELDER CARE,RESIDENTIAL CARE ELDERLY,"RATHI, GAURAV",ESCONDIDO ELDER CARE LLC,135 S TULIP ST,ESCONDIDO,CA,92025.0,SAN DIEGO,,(619) 791-5495
MOTHER DOLOROSA HOME CARE,RESIDENTIAL CARE ELDERLY,"RAMIREZ, JOSE RICARDO L.",EL NORTE HOME CARE CO.,29533 MACTAN ROAD,VALLEY CENTER,CA,92082.0,SAN DIEGO,,(442) 278-1004
"JOY AND LOVE HOME CARE, LLC",RESIDENTIAL CARE ELDERLY,"SARAPAT, AILA J.","JOY AND LOVE HOME CARE, LLC",1178 EVERGREEN LANE,VISTA,CA,92084.0,SAN DIEGO,,(661) 754-0261
KAMERON PLACE,RESIDENTIAL CARE ELDERLY,"REMOT, DHANA C.",KAMERON PLACE LLC,794 MARSOPA DRIVE,VISTA,CA,92081.0,SAN DIEGO,,(727) 687-9431
ANA'S ELDER CARE,RESIDENTIAL CARE ELDERLY,"SIVCEV, KATARINA-NASTASJA",HSBR CARE,1828 PASEO DEL LAGO DRIVE,VISTA,CA,92081.0,SAN DIEGO,,(760) 420-0702
CASA ZAGARA INC.,RESIDENTIAL CARE ELDERLY,TERRI ALCANTARA,"CASA ZAGARA, INC.",2043 VISTA VALLE VERDE DR,FALLBROOK,CA,92028.0,SAN DIEGO,,(760) 419-5665
PRESENT MOMENTS SENIOR LIVING LLC,RESIDENTIAL CARE ELDERLY,"GLADDEN, AMY",PRESENT MOMENTS SENIOR LIVING LLC,1582 SUNRISE DR,VISTA,CA,92084.0,SAN DIEGO,,(951) 662-5688
VISTA ELDER CARE,RESIDENTIAL CARE ELDERLY,"SUBOTIC, NIKOLA",GOLDEN DAYS CO.,1756 CLUB HEIGHTS LN,VISTA,CA,92081.0,SAN DIEGO,,(760) 828-7226
MAJELLA ASSISTED LIVING OF ESCONDIDO,RESIDENTIAL CARE ELDERLY,"MORRISON, JIM","MAJELLA ASSISTED LIVING, LLC.",1220 AVOCADO AVE.,ESCONDIDO,CA,92026.0,SAN DIEGO,,(760) 216-6344
BELLAHOMECARE II,RESIDENTIAL CARE ELDERLY,"COOK, CHERRY","BELLAHOMECARE, LLC",884 GRETNA GREEN WAY,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 975-3751
MERCY VILLA,RESIDENTIAL CARE ELDERLY,"DEGUZMAN, MA MEVYL",MERCY VILLA LLC,651 ALDER DRIVE,SAN MARCOS,CA,92069.0,SAN DIEGO,,(619) 817-6568
MULBERRY HILL SENIOR CARE,RESIDENTIAL CARE ELDERLY,"KHOURI, KELLY",KHOURY LLC,1180 MULBERRY DRIVE,SAN MARCOS,CA,92069.0,SAN DIEGO,,(760) 300-7084
HOME OF PURPOSE ESCONDIDO,RESIDENTIAL CARE ELDERLY,"LEGASPI,ALYSSA",HOME OF PURPOSE LLC,1240 PINECREST AVENUE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(858) 231-5710
WELCOME HOME BOARD & CARE,RESIDENTIAL CARE ELDERLY,"DAIGLE, DEBRA",DEBRA A DAIGLE,6412 LAGO GRANDE DR,BONSALL,CA,92003.0,SAN DIEGO,,(619) 886-2338
VIA RANCHO HOME,RESIDENTIAL CARE ELDERLY,"DAO, LUONG","VIA RANCH HOME, LLC",1132 W. RANCHO PARKWAY,ESCONDIDO,CA,92029.0,SAN DIEGO,,(619) 717-1574
CHAMPINE MANOR,RESIDENTIAL CARE ELDERLY,"AUSTRIA,  VIRNA LIZA R.","KIND NEST LIVING, INC.",1725 TOBACCO ROAD,ESCONDIDO,CA,92026.0,SAN DIEGO,,(760) 747-3878
VISTA GARDENS MEMORY CARE,RESIDENTIAL CARE ELDERLY,CAROLINE SENTENO,DEVON CARE LLC,1863 DEVON PLACE,VISTA,CA,92084.0,SAN DIEGO,,(760) 295-3900
NORTH COUNTY VILLA,RESIDENTIAL CARE ELDERLY,"CID, MARI DEE SANDRA C.","NORTH COUNTY VILLA, INC",1519 ANTHONY HEIGHTS DRIVE,ESCONDIDO,CA,92026.0,SAN DIEGO,,(760) 317-5220
CRESTVIEW MANOR,RESIDENTIAL CARE ELDERLY,"BRISTOL, AUDRA",CRESTVIEW MANOR INC & BEAR LAKE HOLDINGS LLC,350 S. VINE STREET,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 745-0160
ALTA VISTA MANOR,RESIDENTIAL CARE ELDERLY,"WILSON, JOHN",ALTA VISTA MANOR CO.,625 MARAZON LANE,VISTA,CA,92081.0,SAN DIEGO,,(760) 298-0506
WOODLAND BORDEN CARE,RESIDENTIAL CARE ELDERLY,"VUKOVICH, GEORGE",WOODLAND BORDEN CARE LLC,819 WULFF ST,SAN MARCOS,CA,92069.0,SAN DIEGO,,(760) 744-4829
BELLEVUE VILLA,RESIDENTIAL CARE ELDERLY,"DIZON, CAROLINA",ALLIED ELDERLY CARE LLC,2080 HEIGHTS COURT,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 518-8508
GOLDEN HOUSE RESIDENCE 3,RESIDENTIAL CARE ELDERLY,"KARATAS, YUSUF",GOLDEN HOUSE RESIDENCE LLC,908 CANYON HEIGHTS RD,FALLBROOK,CA,92028.0,SAN DIEGO,,(203) 606-9547
TUSCAN HILLS SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"ALSPACH, DAVID","APOLLO SENIOR CARE, LLC/NORTHTAR SR. LIVING (MGMT)",3141 E VALLEY PARKWAY,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 622-8723
SERENITY VILLA,RESIDENTIAL CARE ELDERLY,"PARKER, LADY CAMILLE M.","PARKER, LADY CAMILLE M.",228 IRON DR.,VISTA,CA,92083.0,SAN DIEGO,,(760) 758-9990
NORTH COUNTY CASA,RESIDENTIAL CARE ELDERLY,CID MARI DEE SANDRA,NORTH COUNTY CASA INC,657 W 15TH AVE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(442) 277-4360
LONE OAK GARDENS,RESIDENTIAL CARE ELDERLY,"JEAN-BAPTISTE, MICHAEL",AZIKEAL LLC,712 BOZANICH,VISTA,CA,92084.0,SAN DIEGO,,(619) 213-9545
BED OF ROSES,RESIDENTIAL CARE ELDERLY,"CAMPBELL, ROSALINDA","CAMPBELL, ROSALINDA; WILLIAMS, ROSE",1004 GAMBLE LANE,ESCONDIDO,CA,92029.0,SAN DIEGO,,(760) 717-7159
SHADOWRIDGE SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"FUHRMAN, MICHELE",SYCAMORE CARE LLC,2354 WATSON WAY,VISTA,CA,92081.0,SAN DIEGO,,(760) 295-3888
WEAVER'S CORAL TREE VILLA,RESIDENTIAL CARE ELDERLY,"WEAVER, TONYA L","WEAVER SENIOR CARE, INC",3549 HOLLYBERRY DRIVE,VISTA,CA,92084.0,SAN DIEGO,,(660) 202-7741
BUENA VISTA HOME CARE,RESIDENTIAL CARE ELDERLY,"HARIBHAI, MAY ANN",BUENA VISTA HOME LLC,1115 BUENA VISTA AVE.,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 294-0165
DAYBREAK VILLA EAST,RESIDENTIAL CARE ELDERLY,"CHEN, ZAYDEN",TWET LLC,1682 DAYBREAK PLACE,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 737-6799
DAYBREAK VILLA WEST,RESIDENTIAL CARE ELDERLY,"DERAFERA, ODETTE",TWET LLC,1681 DAYBREAK PLACE,ESCONDIDO,CA,92027.0,SAN DIEGO,,(619) 625-6886
KELLY'S GRAND VILLA,RESIDENTIAL CARE ELDERLY,"WELKER, KELLY",K&K SENIOR CARE SPECIALISTS INC.,300 AMPARO DR,ESCONDIDO,CA,92025.0,SAN DIEGO,,(619) 504-5049
LUCY DINKIE HOME CARE L.L.C.,RESIDENTIAL CARE ELDERLY,"MENGISTIE, ATSEDE",LUCY DINKIE HOME CARE L.L.C.,1303 TEEPEE DR.,ESCONDIDO,CA,92027.0,SAN DIEGO,,(571) 435-4945
ALVIN'S HOMECARE LLC,RESIDENTIAL CARE ELDERLY,"MIRELES, DANIEL",ALVIN'S HOMECARE LLC,724 DRIFTWOOD LN,FALLBROOK,CA,92028.0,SAN DIEGO,,(760) 990-4694
BEAUTIFUL SUNSETS ASSISTED LIVING,RESIDENTIAL CARE ELDERLY,"RICHARDSON, HENRY",LOVING HEART ASSISTED LIVING LLC,3324 RYAN DRIVE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(909) 645-4998
IVY PARK AT ESCONDIDO,RESIDENTIAL CARE ELDERLY,ALISHIA PEREZ,930 MONTICELLO DR OPCO LLC;OAKMONT MGMT. GROUP LLC,930 MONTICELLO DRIVE,ESCONDIDO,CA,92029.0,SAN DIEGO,,(760) 747-4888
IRIS SENIOR LIVING LLC,RESIDENTIAL CARE ELDERLY,"JOANOVIC, JOVANA",IRIS SENIOR LIVING LLC,1890 LENDEE DRIVE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 516-1348
TUSCAN HILLS SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"ALSPACH, DAVID",APOLLO SENIOR CARE LLC NORTHSTAR SENIOR LIVING INC,3141 E VALLEY PARKWAY,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 884-6050
SUNNY HILL GUEST HOME,RESIDENTIAL CARE ELDERLY,"ARMSTRONG, CAROLINE","AA+ HOME, LLC",1530 HILLCREST LANE,FALLBROOK,CA,92028.0,SAN DIEGO,,(760) 723-0985
HONEY AND HOME LAUREL PATH,RESIDENTIAL CARE ELDERLY,"TORRES, JENNIE",H CARE LLC,10629 LAUREL PATH,ESCONDIDO,CA,92026.0,SAN DIEGO,,(951) 823-9014
CASA CALLE DE TALAR,RESIDENTIAL CARE ELDERLY,"REDFORD, DULCE A",GARDEN VILLE HOME CARE LLC,31418 CALLE DE TALAR,BONSALL,CA,92003.0,SAN DIEGO,,(310) 528-4033
KELLY'S GRAND VILLA,RESIDENTIAL CARE ELDERLY,"BALDOVINO, COLT",K&K SENIOR CARE SPECIALISTS INC.,300 AMPARO DR,ESCONDIDO,CA,92025.0,SAN DIEGO,,(442) 257-2053
"VISTA SENIOR LIVING, LLC",RESIDENTIAL CARE ELDERLY,"KAKANI, SHRIKANT","VISTA SENIOR LIVING, LLC",222 WASHIGTON ST,VISTA,CA,92084.0,SAN DIEGO,,(619) 791-5495
MARBELLA SAN MARCOS,RESIDENTIAL CARE ELDERLY,"RODGERS, AMBER","VOP SAN MARCOS, LP; INTEG SEN LIVING MGMT, LLC",1590 WEST SAN MARCOS BLVD,SAN MARCOS,CA,92078.0,SAN DIEGO,,(760) 471-9904
VISTA SENIOR LIVING II LLC,RESIDENTIAL CARE ELDERLY,"KAKANI, SHRIKANT",VISTA SENIOR LIVING II LLC,247 PRESLEY PL,VISTA,CA,92083.0,SAN DIEGO,,(619) 791-5495
MAPLE COURT,RESIDENTIAL CARE ELDERLY,"CHEN, ZAYDEN","MAPLE COURT OPCO, LLC",1765 S MAPLE ST,ESCONDIDO,CA,92025.0,SAN DIEGO,,(619) 815-7689
OAK RANCH SENIOR CARE,RESIDENTIAL CARE ELDERLY,"TOMLINSON, BRENNA",PARTNERS IN SENIOR LIVING LLC,10449 OAK RANCH PLACE,ESCONDIDO,CA,92026.0,SAN DIEGO,,(858) 261-4639
MAJELLA ASSISTED LIVING OF ESCONDIDO,RESIDENTIAL CARE ELDERLY,"NELSON, JEREMY","MAJELLA ASSISTED LIVING, LLC.",1220 AVOCADO AVE.,ESCONDIDO,CA,92026.0,SAN DIEGO,,(760) 759-0003
"HUB SENIOR LIVING LLC, THE",RESIDENTIAL CARE ELDERLY,"COLLADO, JOSE","HUB SENIOR LIVING LLC, THE",1132 VIA RANCHO,ESCONDIDO,CA,92029.0,SAN DIEGO,,(619) 833-3526
ELITE SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"LEE, WILLIAM","ELITE MANOR RESIDENTIAL CARE COMPANY, LLC.",2544 SAINT ANDREWS GLN,ESCONDIDO,CA,92026.0,SAN DIEGO,,(858) 523-8008
ALTA VISTA SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"GEPHART, JENNIFER",ALTA VISTA SL OPCO LLC & ALTA VISTA MGR LLC,2041 W VISTA WAY,VISTA,CA,92083.0,SAN DIEGO,,(760) 941-3233
CASA ZAGARA,RESIDENTIAL CARE ELDERLY,"RAMAS, SOTERO CHANDLER",SUNFLOWER ASSISTED LIVING LLC,2043 VISTA VALLE VERDE,FALLBROOK,CA,92028.0,SAN DIEGO,,(310) 528-4033
CRESTVIEW VILLA,RESIDENTIAL CARE ELDERLY,"BRISTOL, AUDRA",BEAR LAKE HOLDINGS LLC,350 S VINE STREET,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 745-0160
ESCONDIDO SENIOR LIVING,RESIDENTIAL CARE ELDERLY,"PLAYA, JESSICA","TB KCB ESCONDIDO OPCO, LLC;NORTH COUNTY MGR LLC",1351 E. WASHINGTON AVE.,ESCONDIDO,CA,92027.0,SAN DIEGO,,(760) 374-8658
HEALING GARDENS ASSISTED LIVING,RESIDENTIAL CARE ELDERLY,"SANCHEZ, HILDA PAZ",ADVANCE DIVERSITY LLC,418 SARNO PLACE,ESCONDIDO,CA,92026.0,SAN DIEGO,,(442) 207-9966
CYPRESS COURT ESCONDIDO,RESIDENTIAL CARE ELDERLY,"DUPRE, TANIA","CYPRESS COURT OPCO LLC;NORTHSTAR SENIOR LIVING,INC",1255 NORTH BOARDWAY,ESCONDIDO,CA,92026.0,SAN DIEGO,,(760) 747-1940
AGING GRACEFULLY CARE OF VISTA,RESIDENTIAL CARE ELDERLY,"PALAD, IRENE",AGING GRACEFULLY CARE HOMES LLC,228 IRON DRIVE,VISTA,CA,92083.0,SAN DIEGO,,(760) 207-6488
NAZARETH HOUSE,RESIDENTIAL CARE ELDERLY,"PETROSYAN, MILENA","NAZARETH HOUSE OF SAN DIEGO, INC.",6333 RANCHO MISSION ROAD,SAN DIEGO,CA,92108.0,SAN DIEGO,,(619) 563-0480
WHITE SANDS LA JOLLA,RCFE-CONTINUING CARE RETIREMENT COMMUNITY,"SMART, SHELLY",HUMANGOOD & HUMANGOOD SOCAL,7450 OLIVETAS AVE,LA JOLLA,CA,92037.0,SAN DIEGO,,(858) 454-4201
"CRESTVIEW MANOR, INC.",RESIDENTIAL CARE ELDERLY,"COOK, TYSON","COOK, GARY R. & PATRICIA J.",350 SO. VINE STREET,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 745-0160
CABANAS ADULT CARE HOME,RESIDENTIAL CARE ELDERLY,"CABANAS, ERLOVE","CABANAS, ERNESTO & URSULA",8031 MONTARA AVENUE,SAN DIEGO,CA,92126.0,SAN DIEGO,,(858) 689-1872
CARPEL BOARD AND CARE FACILITY,RESIDENTIAL CARE ELDERLY,"CARMONA, LEONOR","CARMONA, LEONOR PELAYO",2073 HANFORD DRIVE,SAN DIEGO,CA,92111.0,SAN DIEGO,,(858) 569-1691
CABANAS CARE HOME,RESIDENTIAL CARE ELDERLY,ERNESTO CABANAS,"CABANAS, ERNESTO C.",1303 MISSOURI STREET,OCEANSIDE,CA,92054.0,SAN DIEGO,,(760) 439-2262
MAPLE MANOR,RESIDENTIAL CARE ELDERLY,SNEZANA DJUKIC,"DJUKIC, BORKA",1744 SO. MAPLE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 743-0632
CARPEL BOARD & CARE FACILITY #2,RESIDENTIAL CARE ELDERLY,"CARMONA, LEONOR P.","CARMONA, LEONOR PELAYO",2091 HANFORD DRIVE,SAN DIEGO,CA,92111.0,SAN DIEGO,,(858) 569-1691
MAILE ALOHA,RESIDENTIAL CARE ELDERLY,"PEREZ, JOSEPHINE A.","PEREZ, ORLANDO E. AND JOSEPHINE A.",3636 CHRISTINE STREET,SAN DIEGO,CA,92117.0,SAN DIEGO,,(858) 274-0921
CHATEAU LAKE SAN MARCOS COMMUNITY CARE CENTER,RESIDENTIAL CARE ELDERLY,"RICHARDSON, RENEE J.",CHATEAU LAKE SAN MARCOS HOMEOWNERS ASSOCIATION,1560 CIRCA DEL LAGO,SAN MARCOS,CA,92078.0,SAN DIEGO,,(760) 471-0083
COUNTRY CLUB GUEST HOME,RESIDENTIAL CARE ELDERLY,"RAMIREZ, JULIE","RAMIREZ, JULITA E. AND RANDY M.",25533 RUA MICHELLE,ESCONDIDO,CA,92026.0,SAN DIEGO,,(760) 747-0957
CANYON VILLAS,RESIDENTIAL CARE ELDERLY,"BOLLER, VONDA",SAN DIEGO CHRISTIAN FOUNDATION,4282 BALBOA AVENUE,SAN DIEGO,CA,92117.0,SAN DIEGO,,(858) 273-1306
MISSION HOME,RESIDENTIAL CARE ELDERLY,JOHN CURMAK,"CURMAK, GUNNUR",2996 MISSION VILLAGE DR.,SAN DIEGO,CA,92123.0,SAN DIEGO,,(858) 569-8867
"OCEAN VIEW HOMES, INC.",RESIDENTIAL CARE ELDERLY,"DIAZ, FEDELIA","OCEAN VIEW HOMES, INC.",6432 EL CAMINO DEL TEATRO,LA JOLLA,CA,92037.0,SAN DIEGO,,(858) 459-9260
R & R RESIDENTIAL CARE FOR ELDERLY,RESIDENTIAL CARE ELDERLY,REM RYAN REYES,"REYES, TERESITA G. & REMELITO R.",10255 THANKSGIVING LANE,SAN DIEGO,CA,92126.0,SAN DIEGO,,(858) 271-9349
ROSE GARDEN GUEST HOME,RESIDENTIAL CARE ELDERLY,JILL MCCLURE,"LEWANDOWSKI, JOHN J. AND LONNA D.",6881 MEWALL DRIVE,SAN DIEGO,CA,92119.0,SAN DIEGO,,(619) 465-7036
JULIE'S GUEST HOME,RESIDENTIAL CARE ELDERLY,"VERZOSA, EDGAR OR DIONISIA","VERZOSA, EDGAR R. & DIONISIA D.",10658 KEMERTON ROAD,SAN DIEGO,CA,92126.0,SAN DIEGO,,(858) 695-6973
TIERRASANTA VERNANEL CARE HOME,RESIDENTIAL CARE ELDERLY,"PANAO, NELLY, D.","PANAO, NELLY, D.",11085 ZAGALA COURT,SAN DIEGO,CA,92124.0,SAN DIEGO,,(858) 569-1870
SILVERGATE SAN MARCOS RETIREMENT RESIDENCE,RESIDENTIAL CARE ELDERLY,JOAN RINK-CARROLL,"AMERICARE HEALTH & RETIREMENT, INC. A CALIF. CORP.",1550/1560 SECURITY PLACE,SAN MARCOS,CA,92078.0,SAN DIEGO,,(760) 744-4484
LAKESIDE MANOR,RESIDENTIAL CARE ELDERLY,DANIEL BAILEY,"BAILEY, DANIEL",9308 EMERALD GROVE AVE,LAKESIDE,CA,92040.0,SAN DIEGO,,(619) 962-2513
GOLDEN SUNSET BOARD AND CARE,RESIDENTIAL CARE ELDERLY,"SONGCUAN, HAIDE","SONGCUAN, ESTELA S.",1245 FINCH PLACE,CHULA VISTA,CA,91911.0,SAN DIEGO,,(619) 656-2635
CORVILLA CARE HOME #1,RESIDENTIAL CARE ELDERLY,"CORVILLA, ELAINE C.","CORVILLA, ELAINE",1312 EAST MISSION AVENUE,ESCONDIDO,CA,92027.0,SAN DIEGO,,(442) 999-5549
GROVEVIEW BOARD AND CARE,RESIDENTIAL CARE ELDERLY,TERESITA PEDROSO,TERESITA AND BENJAMIN R. PEDROSO,2204 GROVEVIEW ROAD,SAN DIEGO,CA,92139.0,SAN DIEGO,,(619) 512-1262
SANTEE GOLDEN CARE,RESIDENTIAL CARE ELDERLY,MYRNA L. BURGIN,"BURGIN, MYRNA K.",10111 LAFE DRIVE,SANTEE,CA,92071.0,SAN DIEGO,,(619) 562-5104
CASA DE CASTRO,RESIDENTIAL CARE ELDERLY,CHERYL M. CASTRO,"CASTRO, MONTEMAYOR CHERYL",5581 CHATTANOOGA,SAN DIEGO,CA,92139.0,SAN DIEGO,,(619) 267-3934
LEMON GROVE TERRACE,RESIDENTIAL CARE ELDERLY,CELIA A. MENESES,"MENESES, CELIA A.",8554 CALLE NORTE,LEMON GROVE,CA,91945.0,SAN DIEGO,,(619) 463-6705
DONLEN GUEST HOME,RESIDENTIAL CARE ELDERLY,MIGUEL L. CUARESMA,"CUARESMA, NAYDA & MIGUEL L.",2690 COWLEY WAY,SAN DIEGO,CA,92110.0,SAN DIEGO,,(619) 276-6008
"BARON'S RESIDENTIAL CARE, LODI GARDENS",RESIDENTIAL CARE ELDERLY,ALICIA OLIZON,"BARON'S RESIDENTIAL CARE, INC.",5289 LODI STREET,SAN DIEGO,CA,92117.0,SAN DIEGO,,(858) 272-2120
JUBILEE COURT,RESIDENTIAL CARE ELDERLY,LENA CHUNG,"CHUNG, LENA",1340 MYRA COURT,CHULA VISTA,CA,91911.0,SAN DIEGO,,(619) 934-0036
PACIFICA SENIOR LIVING ENCINITAS NORTH,RESIDENTIAL CARE ELDERLY,"BURWIN, SUSAN",WG ENCINITAS SH LP; PACIFIC SENIOR LIVING,480 S EL CAMINO REAL,ENCINITAS,CA,92024.0,SAN DIEGO,,(760) 436-6955
PACIFICA SENIOR LIVING ENCINITAS,RESIDENTIAL CARE ELDERLY,"BURWIN, SUSAN",WG ENCINITAS SH LP; PACIFICA SENIOR LIVING,504 S EL CAMINO REAL,ENCINITAS,CA,92024.0,SAN DIEGO,,(760) 436-9990
CYPRESS COURT ESCONDIDO,RESIDENTIAL CARE ELDERLY,ROB JOHNSTON,"KRC ESCONDIDO, LP; NORTHSTAR SENIOR LIVING,INC.",1255 N. BROADWAY,ESCONDIDO,CA,92026.0,SAN DIEGO,,(760) 747-1940
MISSION HOME II,RESIDENTIAL CARE ELDERLY,JOHN CURMAK,"CURMAK, GUNNUR",2997 MELBOURNE DRIVE,SAN DIEGO,CA,92123.0,SAN DIEGO,,(858) 569-4028
EMERALD GUEST HOME,RESIDENTIAL CARE ELDERLY,PETRONILA ECHEVARRIA,"ECHEVARRIA, PETRONILA G.",2558 MOBLEY STREET,SAN DIEGO,CA,92123.0,SAN DIEGO,,(858) 384-6800
ST. ANTHONY'S BOARD AND CARE,RESIDENTIAL CARE ELDERLY,BESSIE PASCUAL,"PASCUAL, FELICIANO E. AND BESSIE P.",6533 PLAZA RIDGE ROAD,SAN DIEGO,CA,92114.0,SAN DIEGO,,(619) 470-4571
POMERADO MANOR,RESIDENTIAL CARE ELDERLY,PHILIP CHENN,"CHENN, PHILIP H.",16031 POMERADO ROAD,POWAY,CA,92064.0,SAN DIEGO,,(858) 673-1969
TENENBAUM VILLA,RESIDENTIAL CARE ELDERLY,STEVEN F. TENENBAUM,"TENENBAUM, STEVEN F.",3463 CIRCULO ADORNO,CARLSBAD,CA,92009.0,SAN DIEGO,,(760) 942-5048
CASA DE LAS CAMPANAS,RCFE-CONTINUING CARE RETIREMENT COMMUNITY,"HARRIS, BROOKE","CASA DE LAS CAMPANAS/LIFE CARE SERVICE, LLC",18655 WEST BERNARDO DRIVE,SAN DIEGO,CA,92127.0,SAN DIEGO,,(858) 451-9152
CANYON GUEST HOME,RESIDENTIAL CARE ELDERLY,MAUREEN P. ANDRADE,"ANDRADE, MAUREEN P.",4224 EMET COURT,SAN DIEGO,CA,92117.0,SAN DIEGO,,(858) 483-9845
RICHLAND MANOR,RESIDENTIAL CARE ELDERLY,ZORAIDA PUJIC,ZORAIDA PUJIC,949 RICHLAND ROAD,SAN MARCOS,CA,92069.0,SAN DIEGO,,(760) 744-1484
REDWOOD TERRACE,RCFE-CONTINUING CARE RETIREMENT COMMUNITY,LEIF CAMERON,HUMANGOOD; HUMANGOOD SOCAL,710 WEST 13TH AVENUE,ESCONDIDO,CA,92025.0,SAN DIEGO,,(760) 747-4306
LAKE MURRAY TERRACE GUEST HOME,RESIDENTIAL CARE ELDERLY,MARIO G. CAGAYAT,"CAGAYAT, ADELAIDA",5971 LAKE MURRAY BLVD.,LA MESA,CA,91942.0,SAN DIEGO,,(619) 466-6993
TWIN OAKS GARDEN,RESIDENTIAL CARE ELDERLY,SNEZANA LUKIC,"LUKIC, SNEZANA",1965 EDWIN LANE,SAN MARCOS,CA,92069.0,SAN DIEGO,,(760) 471-8704
WHISPERING PALMS,RESIDENTIAL CARE ELDERLY,WILLIAM S MCCLURE,LISA BASSO,6395 BLANCHARD ROAD,LA MESA,CA,91942.0,SAN DIEGO,,(619) 697-9433
