,Names,Websites,NaN,LinkedIn,Contact Forms,Facebook,Instagram,X,Threads,BlueSky
706,Healing To You,http://www.healingtoyou.org/,,https://www.linkedin.com/company/healing-to-you,http://www.healingtoyou.org/contact-us,https://www.facebook.com/100653789446583,https://www.instagram.com/wearehealingtogether,,,
707,Healing Together,http://www.wearehealingtogether.org/,,https://www.linkedin.com/company/2705122/admin/,https://www.wearehealingtogether.org/contact,https://www.facebook.com/wearehealingtogether,https://www.instagram.com/healthaccessca/,,,
708,Health Access Foundation,https://health-access.org/,,https://www.linkedin.com/company/healthaccesscalifornia,https://health-access.org/contact-us/,https://www.facebook.com/healthaccess,,,,https://bsky.app/profile/healthaccess.bsky.social
709,Health Care Integrated Services,http://www.healthcareintegratedservices.org/,info@healthinpartnership.org,,https://healthcareintegratedservices.org/contact-us/,,https://www.instagram.com/healthedcouncil/,,,
710,Health Education Council,http://www.healthedcouncil.org/,,https://www.linkedin.com/company/health-education-council/mycompany/?viewAsMember=true,https://healthedcouncil.org/who-we-are/contact.html,https://www.facebook.com/HealthEdCouncil,https://www.instagram.com/healthinpartnership/,,,
711,Health in Partnership,https://humanimpact.org/,,https://www.linkedin.com/company/health-in-partnership/,https://humanimpact.org/contact,https://www.facebook.com/HealthInPartnership,https://www.instagram.com/hi4_youth/,,,https://bsky.app/profile/hiporg.bsky.social
712,Health Initiatives for Youth,https://hi4youth.org/,,,https://hi4youth.org/contact-us-2/,https://www.facebook.com/hi4youth/,https://www.instagram.com/healthprojectscenter,,,
713,Health Projects Center,http://www.hpcn.org/,,https://www.linkedin.com/company/health-projects-center/,https://www.hpcn.org/contact,https://www.facebook.com/HealthProjectsCenter,https://www.instagram.com/healthierkidsfoundation/?hl=en,,,
714,Healthier Kids Foundation,https://hkidsf.org/,,,https://hkidsf.org/contact-us/,https://www.facebook.com/HealthierKidsFoundation/,https://www.instagram.com/healthyvalleyfoundation,,,
715,Healthy Valley Foundation,http://www.healthyvalleyfoundation.org/,vernita@heartinhomespecialties.org,https://www.linkedin.com/company/healthy-valley-foundation/,http://www.healthyvalleyfoundation.org/contact,https://www.facebook.com/HealthyValleyFoundation,,,,
716,Heart Behind the Badge-Sac County,https://www.heartbehindthebadge.org/,info@heartofelrio.org,,,,,,,
717,Heart in Home SpecialTIES,https://heartinhomespecialties.org/,info@heartsaligned.org,,https://heartinhomespecialties.org/#contact,,https://www.instagram.com/heart_of_el_rio/,,,
718,Heart of El Rio,http://www.heartofelrio.org/,,,https://www.heartofelrio.org/contact,https://www.facebook.com/profile.php?id=61566536782068,https://www.instagram.com/heartsalignedinc,,,
719,Hearts Aligned Inc,http://heartsaligned.org/,,https://www.linkedin.com/company/hearts-aligned-inc,https://heartsaligned.org/contact-us/,https://www.facebook.com/HeartsAlignedInc,,,,
720,Hebrew Free Loan Association,,,,,,https://www.instagram.com/helpishopefoundation,,,
721,Help Is Hope Foundation,http://helpishope.org/,,https://www.linkedin.com/in/gerad-amore-478385383/,https://www.helpishope.org/contact,https://www.facebook.com/helpishopefoundation/,,,,
722,Helping Establish Assistance Resource Team (HEART),http://heart4victims.org/,,,https://heart4victims.org/contact/,,https://www.instagram.com/helpingpawsfoundation,,,
723,Helping Paws Foundation,https://helpingpawssandiego.org/,,,https://helpingpawssandiego.org/contact-helping-paws-foundation-vista-ca/,https://www.facebook.com/helpingpawssandiego/,,,,
724,Hendy Woods Community,http://www.hendywoods.org/,hesperian@hesperian.org,,http://www.hendywoods.org/contact,https://www.facebook.com/pages/Hendy-Woods-Keep-It-OPEN/219941751405208,,,,
725,Hermanitos Unidos - Siblings United,http://www.huffa.org/,in**@*****************ct.com,,,,https://www.instagram.com/hesperianhealthguides/,,,
726,Hesperian Health Guides,http://www.hesperian.org/,,https://www.linkedin.com/company/hesperianhealthguides,https://hesperian.org/contact-us/,https://www.facebook.com/HesperianHealthGuides,https://www.instagram.com/hiddentruthsproject/,,,https://bsky.app/profile/hesperian.org
727,Hidden Truths Project,https://hiddentruthsproject.com/,info@highfivesfoundation.com,https://www.linkedin.com/company/hidden-truths-project/,https://hiddentruthsproject.com/contact/,https://www.facebook.com/profile.php?id=100089104281744,,,,
728,High Country Construction,,helpinfo@higheresteem.org,,,,https://www.instagram.com/hi5sfoundation/,,,
729,High Fives Foundation,http://highfivesfoundation.org/,,,https://highfivesfoundation.org/contact/,,,,,
730,Higher Esteem Non Profit Org Inc dba Higher Esteem Life Programs,http://www.higheresteem.org/,woodelcik@hillsidelc.org,,,,https://www.instagram.com/hills4everyone/,,,
731,Hills For Everyone,https://www.hillsforeveryone.org/,latinas@latinas.org,https://www.linkedin.com/company/hills-for-everyone/,,https://www.facebook.com/Hills4Everyone,https://www.instagram.com/hillsideschoollacanada/?hl=en,,,https://bsky.app/profile/hills4everyone.bsky.social
732,Hillside School & Learning Center,http://www.hillsideforsuccess.org/,,,https://hillsideforsuccess.org/contact-us/,https://www.facebook.com/people/The-Hillside-School-and-Learning-Center/100057485293502/,https://www.instagram.com/hopelatinas/,,,
733,Hispanas Organized for Political Equality (HOPE),http://www.latinas.org/,"wintersmuseum@gmail.com, historicalsocietyofwinters@gmail.com, ",https://www.linkedin.com/company/hopelatinas,https://www.latinas.org/contact-hope/,https://www.facebook.com/hopelatinas,https://www.instagram.com/historicalsocietyoflongbeach/,,,
734,Historical Society of Long Beach,http://www.hslb.org/,,,https://hslb.org/visit/contact-us/,https://www.facebook.com/hslb.LB/,,,,
735,Historical Society of Winters,https://www.wintersmuseum.org/,,,https://www.wintersmuseum.org/contact,https://www.facebook.com/HistoricalSocietyofWinters/,https://www.instagram.com/accounts/login/?next=/historysanjose/,,,
736,History San Jose,http://www.historysanjose.org/,admissions@holdenhigh.org,,https://lp.constantcontactpages.com/sl/2q3rtcR,https://www.facebook.com/historysanjose/,,,,
737,Hively,https://behively.org/,info@hollywoodumc.org,,https://behively.org/contact/#locations,,https://www.instagram.com/HoldenHighSchool,,,
738,Holden High School,http://www.holdenhigh.org/,info@hoofbeatsforhope.org?subject=Inquiry%20from%20Website,,https://holdenhigh.org/contact-us/,https://www.facebook.com/HoldenHighSchool,,,,
739,Hollywood United Methodist Church,http://www.hollywoodumc.org/,,,https://hollywoodumc.org/contact/,https://www.facebook.com/HollywoodUMC,https://www.instagram.com/hoofbeats_for_hope,,,
740,Hoofbeats For Hope Inc,http://www.hoofbeatsforhope.org/,lhuntley@lakecountyhospice.org,,,https://www.facebook.com/profile.php?id=61559592602946,https://www.instagram.com/hospicegivingfoundation_/,,,
741,Hospice Giving Foundation,http://www.hospicegiving.org/,info@housefarmworkers.org,,https://hospicegiving.org/contact/,https://www.facebook.com/HospiceGiving,https://www.instagram.com/hospicelakecountyca,,,
742,Hospice Services of Lake County,https://www.lakecountyhospice.org/,,,https://www.lakecountyhospice.org/contact-us/,https://www.facebook.com/HospiceServicesofLakeCounty,https://www.instagram.com/housefarmworkers/,,,
743,House Farm Workers,http://www.housefarmworkers.org/,info@rabbit.org,https://www.linkedin.com/company/house-farm-workers/,https://www.constantcontact.com/legal/about-constant-contact,https://www.facebook.com/HouseFarmWorkers/,https://www.instagram.com/p/DWZOtdNFDP6/,,,
744,"House of Ruth, Inc.",http://www.houseofruthinc.org/,,https://www.linkedin.com/company/house-of-ruth_2/,https://visitor.constantcontact.com/manage/optin?v=0018OepQbqXwM06GTl82Q4BtAx31Ju-eA0fECIEmRFuRTwGfoMV_iW9SUXlBbOAb0rXLMiFBS3ifPFHY_26WdNqEL4abicOztNn,https://www.facebook.com/HouseofRuthClaremont/?ref=page_internal,https://www.instagram.com/rabbitdotorg/,,,
745,House Rabbit Society,http://rabbit.org/,,,,https://www.facebook.com/rabbitdotorgfoundation,,,,
746,"Housing Alternatives, Inc.",,info@heartla.org,,,,https://www.instagram.com/housingca/,,,
747,Housing California,http://www.housingca.org/,contact@housingmatterssc.org,https://www.linkedin.com/company/housing-california,https://housingca.org/contact/,https://www.facebook.com/housingca,https://www.instagram.com/heartlosangeles/?hl=en,,,
748,Housing Equality & Advocacy Resource Team,http://www.heartla.org/,linda@housingtrustfundvc.org,,https://www.heartla.org/contact-us,https://www.facebook.com/HEARTLosAngeles/,https://www.instagram.com/housingmatterssc/,,,
749,Housing Matters,https://housingmatterssc.org/,"nwoodworth@hireoc.org, info@hireoc.org, recruitment@hireoc.org, ",,https://housingmatterssc.org/about-us/contact/,https://www.facebook.com/HousingMattersSC,https://www.instagram.com/housingtrustfundvc/,,,
750,Housing Trust Fund Ventura County,http://www.housingtrustfundvc.org/,"?subject=Facebook&body=https%3A%2F%2Fwww.facebook.com%2F1395099959327534%20-%20%0A%09Holistic%20health%20for%20young%20people%20goes%20far%20deeper%20than%20medical%20care.%20It%20is%20shaped%20by%20where%20they%20live%2C%20whether%20they%20have%20stable%20housing%2C%20if%20they%20feel%20safe%2C%20and%20their%20access%20to%20education.%20%F0%9F%92%9C%20%09%0A%09, info@huckleberryyouth.org, hyp@huckleberryyouth.org, ",https://www.linkedin.com/company/housingtrustfundvc,https://www.housingtrustfundvc.org/contact-us/,https://www.facebook.com/HousingTrustFundVC,https://www.instagram.com/hireoc/,,,
751,"Hub for Integration, Reentry & Employment",http://www.hireoc.org/,,https://www.linkedin.com/company/hireoc/,,https://www.facebook.com/hireorangecounty/,https://www.instagram.com/huckleberryyouth/,,,
752,Huckleberry Youth Programs,http://www.huckleberryyouth.org/,info@humanoptions.org,https://www.linkedin.com/company/huckleberry-youth-programs/,https://www.huckleberryyouth.org/contact-us/,https://www.facebook.com/huckleberryyouthprograms/,https://www.instagram.com/humanenergyio/,,,
753,Human Energy,https://www.humanenergy.io/,"hrn@hrntrinity.org?subject=Info, rn@hrntrinity.org, ",https://www.linkedin.com/company/humanenergy,https://www.humanenergy.io/contact-us,https://www.facebook.com/HumanEnergyIO/,,,,
754,"Human Options, Inc.",http://www.humanoptions.org/,dan@humanservicesalliance.org,https://www.linkedin.com/company/human-options-inc-,,https://www.facebook.com/humanoptions,https://www.instagram.com/hrntrinity,,,
755,Human Response Network,https://www.hrntrinity.org/,,,https://www.hrntrinity.org/contact,https://www.facebook.com/humanresponsenetwork,,,,
756,Human Services Alliance of Contra Costa,http://www.humanservicesalliance.org/,info@haart.org,,http://www.humanservicesalliance.org/contact-us,,,,,
757,Humanics @ Fresno State,,,,,,,,,
758,Humanistic Alternatives to Addiction Research dba HAART,http://www.haartoakland.org/,,,http://www.haartoakland.org/contact-us,,https://www.instagram.com/iactivism/?hl=en,,,
759,iACT,http://www.iact.ngo/,,https://www.linkedin.com/company/i-act,https://www.iact.ngo/contact,https://www.facebook.com/iactivism,https://www.instagram.com/idtheftcenter/,,,
760,Identity Theft Resource Center,https://www.idtheftcenter.org/,info@illuminaid.org,https://www.linkedin.com/company/idtheftcenter,https://www.idtheftcenter.org/contact-us,https://www.facebook.com/IDTheftResourceCenter,,,,
761,IEHP Foundation,http://iehpfoundation.org/,info@imagine1day.org,,,,https://www.instagram.com/illuminaid_org/,,,
762,illuminAid,https://www.illuminaid.org/,,https://www.linkedin.com/company/illuminaidorg,https://www.illuminaid.org/contact-us,https://www.facebook.com/illuminaid.org,https://www.instagram.com/imagine1day/,,,
763,"imagine1day USA, Inc.",https://imagine1day.org/,,https://www.linkedin.com/company/imagine1day/,https://imagine1day.org/who-we-are/contact/,https://www.facebook.com/imagine1day.org,,,,
764,Immigrants Rising,https://immigrantsrising.org/,impactfund@impactfund.org,,,,https://www.instagram.com/iiba1918/,,,
765,Immigration Institute of the Bay Area,https://iibayarea.org/,,,https://iibayarea.org/contact-us/,https://www.facebook.com/IIBA1918,,,,
766,Impact Fund,http://www.impactfund.org/,info@ivequityjustice.org?,https://www.linkedin.com/company/impactfund/,http://www.impactfund.org//aboutus/contact-2,https://www.facebook.com/USimpactfund/,,,,https://bsky.app/profile/impactfund.bsky.social
767,Imperial Regional Alliance,,,,,,https://www.instagram.com/ivequityjustice,,,
768,"Imperial Valley Equity and Justice, Inc.",http://ivequityjustice.org/,info@ivlgbt.org,https://www.linkedin.com/company/imperial-valley-equity-justice/,,https://www.facebook.com/IVEquityJustice/,https://www.instagram.com/ivfoodbank/,,,https://bsky.app/profile/iv-equity-justice.bsky.social
769,Imperial Valley Food Bank,http://www.ivfoodbank.org/,,,http://www.ivfoodbank.org//about/contact,https://www.facebook.com/ivfoodbank,https://www.instagram.com/ivlgbt/,,,
770,Imperial Valley LGBT Resource Center,https://ivlgbt.org/,info@independentschoolalliance.org?,,,https://www.facebook.com/ivlgbt/,https://www.instagram.com/included.sd/,,,
771,Includ(Ed),https://www.includedsd.org/,,,https://www.includedsd.org/contact-us,https://www.facebook.com/profile.php?id=100090665000300,https://www.instagram.com/independentschoolalliance/,,,
772,Independent School Alliance for Minority Affairs,http://www.independentschoolalliance.org/,rebekah@winnemem.org,https://www.linkedin.com/in/independent-school-alliance-a56b371ab/,http://www.independentschoolalliance.org/contact,https://www.facebook.com/Independentschoolalliance/,https://www.instagram.com/itnmonterey/,,,
773,Independent Transportation Network Monterey County,http://www.itnmontereycounty.org/,info@ihdcsf.org,https://www.linkedin.com/company/itnamerica,https://www.itnmontereycounty.org/contact-us/,https://www.facebook.com/235084483244257,,,,
774,Indian Cultural Organization,http://indiancultural.org/,"ices@sti.net, info@icesagency.org, ",,https://indiancultural.org/contact-us/,,https://www.instagram.com/tag.ihdc,,,
775,Indochinese Housing Development Corporation,http://www.indochinese.org/, info@initiatejustice.org,,https://www.ihdcsf.org/contact,https://www.facebook.com/people/Indochinese-Housing-Development-Corporation-IHDC/100067354601781/,,,,
776,Infant Child Enrichment Services,http://www.icesagency.org/,,,https://icesagency.org/contact-mariposa/,https://www.facebook.com/ICESTuolumne/,,,,
777,Initiate Justice,http://initiatejustice.org/,,,https://initiatejustice.org/contact-us/,,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2F_u%2Fnorthcoastcoop&h=AT7Bw3s77DgPmp30FgZMmFdBj_baMYM_JLjTwTKTDa8YiijNdt3l6kps7Jv4ZGJaYhNsYVpN801oBukzV6uzpjce42AtPu1a9a9KYQcKoDyCZnP1NAsbd1xh1YKm4sTak6_6DhkaY-dreMFuILrb5UCqu0wPU9Jznf2_jG8-SQ&__tn__=C%2CP-R&c[0]=AT70uo6w-QrwPfp7Kl64vYozIAZ860GJuWwChuzEtavBbWcRXjnjU8HUgMX3iyi_SdAnl9tc7GfC87e8n2njM3JNpsDSRYCaS3N7QDez9yrC2RgnHSZqBYMYsnY6vl19Y-S4Cj8-ge08igsOZA5-hdjkrBnyP7VXyGesct-YehQEC3P9lh9T-T_XY0Ko_tVB0D7GYT7Vuwl0F39SX7v1H7IQxFQZnfZWSlywTw,,,
778,Ink People,https://www.facebook.com/theinkpeople?fref=ts,,,,https://www.facebook.com/login/device-based/regular/login/?login_attempt=1&next=https%3A%2F%2Fwww.facebook.com%2Ftheinkpeople%3Ffref%3Dts,,,,
779,"Inland Empire Community Collaborative, Inc.",http://www.inlandempirecommunitycollaborative.org/,info@theieiyc.org,,,,,,,
780,Inland Empire Community Foundation (IECF),http://www.thecommunityfoundation.net/,,,,,https://www.instagram.com/ie_iyc,,,
781,Inland Empire Immigrant Youth Collective,https://www.theieiyc.org/,,,https://www.theieiyc.org/contactus,https://www.facebook.com/IEIYC,,,,
782,Inland SoCal Housing Collective,http://www.ischcollective.org/,,,http://www.ischcollective.org//view/ischcollective/contact,,https://www.instagram.com/iho_inc/,,,
783,Innovative Housing Opportunities,http://www.ihocommunities.org/,,https://www.linkedin.com/company/innovative-housing-opportunities-inc-/,,https://www.facebook.com/ihoinc,,,,
784,Insignia,http://insigniacoaching.com/,contact@theirms.org,,,,,,,
785,Inspiration's Edge,https://www.inspirationsedge.org/,,,,,,,,https://bsky.app/profile/inspirationsedge.bsky.social
786,Institute for Research on Male Supremacism,http://malesupremacism.org/,arivera@integritycharterschool.net,,http://malesupremacism.org/mailto:contact@theirms.org,https://www.facebook.com/Institute-for-Research-on-Male-Supremacism-100703004613141,,,,
787,Institute for Wildlife Studies,http://www.iws.org/,,,http://www.iws.org/contact-us,https://www.facebook.com/IWSEagles/,,,,
788,Integrity Charter School,http://www.integritycharterschool.net/,,,,,,,,
789,Interfaith Food Ministry of Nevada County,http://www.interfaithfoodministry.org/,,,http://www.interfaithfoodministry.org/contact-us.html,https://www.facebook.com/pages/Interfaith-Food-Ministry/155749367813411?ref=aymt_homepage_panel,,,,
790,International Ally Federation,http://allyfederation.org/en/home,,,,,https://www.instagram.com/ican_siliconvalley/?hl=en,,,
791,International Children's Assistance Network (ICAN),http://www.ican2.org/,support@internationalfunders.org,https://www.linkedin.com/company/ican2,http://www.ican2.org/contact-us,https://www.facebook.com/ICANSiliconValley,https://www.instagram.com/iconn_neuroethics_college_/,,,
792,International College of Neuroethics and Neuroscience,https://www.neuroethicscollege.org/,info@pemphigus.org,https://www.linkedin.com/company/international-college-of-neuroethics-and-neuroscience/,https://www.neuroethicscollege.org/contact,https://www.facebook.com/profile.php?id=61575275098681,https://www.instagram.com/ifip_philanthropic/,,,
793,International Funders for Indigenous Peoples,https://internationalfunders.org/,,https://www.linkedin.com/company/international-funders-for-indigenous-peoples,,https://www.facebook.com/IFIPphilanthropy,https://www.instagram.com/healourskin/,,,
794,International Pemphigus Pemphigoid Foundation,https://www.pemphigus.org/,info@sﬁipc.org,https://www.linkedin.com/company/international-pemphigus-pemphigoid-foundation,https://www.pemphigus.org/contact-us/,https://www.facebook.com/healourskin,https://www.instagram.com/interstate5_blues_association_/,,,
795,"Interstate 5 Blues Association, Inc.",https://www.interstate5bluesassociation.org/,info@islandconservation.org,,https://www.interstate5bluesassociation.org/contact/,https://www.facebook.com/interstate.5.blues.association,,,,
796,Irish Immigration Pastoral Center of the Bay Area,http://www.sfiipc.org/,,,,,https://www.instagram.com/islandconservation/,,,
797,Island Conservation,http://www.islandconservation.org/,,https://www.linkedin.com/company/island-conservation/,,https://www.facebook.com/preventingextinctions,https://www.instagram.com/itpinternational/,,,
798,ITP International,http://www.itp-international.org/,,,http://www.itp-international.org//form/contact,https://www.facebook.com/ITPInternational/,https://www.instagram.com/itsbiggerthanus_/,,,
799,It's Bigger Than Us,http://itsbiggerthanusla.org/,info@jacobsheart.org,https://www.linkedin.com/company/it-s-bigger-than-us/,,https://www.facebook.com/search/top?q=it%27s%20bigger%20than%20us-%20los%20angeles,https://www.instagram.com/p/CvFSwVPIhFV/,,,
800,Jack McGovern Coats' Disease Foundation,https://coatsdiseasefoundation.org/,,https://www.linkedin.com/company/jack-mcgovern-coats-disease-foundation,https://coatsdiseasefoundation.org/contact-us,,https://www.instagram.com/jacobsheartkids/,,,
801,Jacob's Heart Children's Cancer Support Services,http://jacobsheart.org/,,,https://www.jacobsheart.org/contact,https://www.facebook.com/jacobsheart,,,,
802,Jakara Movement,http://www.jakara.org/,,,http://www.jakara.org/contact_us,https://www.facebook.com/jakaramovement/,https://www.instagram.com/jammers_strong_foundation/,,,
803,Jammers Strong Foundation,http://www.jammersstrong.com/,,https://www.linkedin.com/company/jammers-strong-foundation/,,https://www.facebook.com/JammersStrong,,,,https://bsky.app/profile/jammersstrong.bsky.social
804,Janus of Santa Cruz,http://www.janussc.org/,,https://www.linkedin.com/company/janus-of-santa-cruz/,http://www.janussc.org/contact-us,https://www.facebook.com/janus.sc,https://www.instagram.com/jetaanc/,,,
805,Japan Exchange & Teaching Program Alumni Association of Northern California,http://jetaanc.org/,,http://www.linkedin.com/company/jet-alumni-association-of-northern-california-jetaanc-,https://www.jetaanc.org/contact,https://www.facebook.com/jetaanc,,,,
806,Japanese American Citizens League dba: Watsonville-Santa,http://watsonvillesantacruzjacl.com/,,,https://watsonvillesantacruzjacl.com/contact-us/,https://www.facebook.com/Watsonville-Santa-Cruz-JACL-1690890217793542/,,,,
807,Japanese American Citizens League Pacific Southwest District,http://www.jaclpsw.org/,,,http://www.jaclpsw.org/contact.html,,https://www.instagram.com/jampilgrimages/,,,
808,Japaneses American Memorial Pilgrimages,https://www.jampilgrimages.org/,,,https://www.jampilgrimages.org/contact,https://www.facebook.com/JAMPilgrimages,,,,https://bsky.app/profile/jampilgrimages.bsky.social
809,Dora Lopez,http://www.instagram.com/arcoiriscollectivelearning,"services@jfsla.org, msidman@jfsla.org, development@jfsla.org, ",,,https://www.facebook.com/help/instagram/261704639352628,,,https://www.threads.com/,
810,Jericho Road Pasadena,http://www.jrpasadena.org/,,,https://jrpasadena.org/contact-us-3/,,https://www.instagram.com/jfslosangeles/?hl=en,,,
811,Jewish Family Service LA,http://www.jfsla.org/,"jfs@jfssv.org, CACSintake@jfssv.org, ",,,https://www.facebook.com/JFSLA/,https://www.instagram.com/jfs_sd/,,,
812,Jewish Family Service of San Diego,http://www.jfssd.org/,info@jewishcal.org,https://www.linkedin.com/company/jewish-family-service-of-san-diego/,https://secure.jfssd.org/site/SPageServer/?pagename=contact_jfs,,https://www.instagram.com/jfssiliconvalley/,,,
813,Jewish Family Services of Silicon Valley,http://www.jfssv.org/,jirehteaminfo@gmail.com,,,https://www.facebook.com/jewishfamilyservicessv/,https://www.instagram.com/jpaccalifornia,,,
814,Jewish Public Affairs Committee of California,https://jpac-cal.org/,,https://www.linkedin.com/company/JewishCalifornia/,https://www.jewishcal.org/contact,https://www.facebook.com/jewishcalifornia,https://www.instagram.com/jirehproviders/,,,
815,JIREH Providers,https://jirehhealthandwellness.org/,,,https://jirehhealthandwellness.org/contact-us/,https://www.facebook.com/JIREHProviders1,,,,
816,"JMH-Anaheim Foundation, Inc.",http://www.jmhanaheim.com/,,,,,,,,
817,Jmm Dance Co,https://www.jmmdanceco.org/,info@jsgf.org,,https://jmmdanceco.org/contact/,,,,,
818,John & Marcia Goldman Foundation,http://jmgoldmanfoundation.org/,,,,,,,,
819,Josephine S. Gumbiner Foundation,http://www.jsgf.org/,,,http://www.jsgf.org/contact,,,,,
820,Joshua Tree Creative Laboratory (JTLab),https://www.jtlab.info/,sianne@j-sei.org,,,https://www.facebook.com/jtlab.info/,https://www.instagram.com/thejoslyncenter/,,,
821,Joslyn Senior Center,http://joslyncenter.org/,"i would like to learn more about JTM Academy, registration@jtmacademy.org?subject=Thank you for your inquiry about JTM Academy!, registration@jtmacademy.org?subject=Hi, registration@jtmacademy.org, ",,,https://www.facebook.com/JoslynCenter/,https://www.instagram.com/jseicommunity/,,,
822,"J-Sei, Inc.",https://j-sei.org/,,,,https://www.facebook.com/jseicommunity/,https://www.instagram.com/jtm_academy/,,,
823,JTM Academy,http://www.jtmacademy.org/,,,https://www.jtmacademy.org/contact,https://www.facebook.com/JTMAcademy/,,,,
824,Jubilee Bridge Church,https://www.facebook.com/jubileebridge,,,,https://www.facebook.com/login/device-based/regular/login/?login_attempt=1&next=https%3A%2F%2Fwww.facebook.com%2Fjubileebridge,,,,
825,Juma Ventures,http://www.juma.org/,,https://www.linkedin.com/company/juma-ventures,https://juma.org/contact/,https://www.facebook.com/jumaventures,https://www.instagram.com/janorcal/,,,
826,Junior Achievement of Northern California,https://norcal.ja.org/,,https://www.linkedin.com/company/junior-achievement-of-northern-california/,https://norcal.ja.org//about/contact-us,https://www.facebook.com/janorcal/,,,,
827,Just Who I Am,http://justwhoiam.org/,info@supplybank.org,,https://justwhoiam.org/contact-us/,,,,,
828,Justice At Last,https://www.justiceatlast.org/,,https://www.linkedin.com/company/justiceatlastbayarea,https://www.justiceatlast.org/contact,https://www.facebook.com/JusticeAtLastBayArea/,https://www.instagram.com/supplybank/,,,
829,K to College dba SupplyBank.Org,https://supplybank.org/,,,https://supplybank.org/contact-us/,https://www.facebook.com/SupplyBank/,,,,
830,Kai Ming Head Start,http://www.kaiming.org/,,,,,https://www.instagram.com/kara.grief/,,,
831,Kara,https://www.kara-grief.org/,,https://www.linkedin.com/company/3666053,https://kara-grief.org/services/when-you-contact-us/,https://www.facebook.com/KaraGrief,https://www.instagram.com/katerifund/,,,
832,Kateri Tekakwitha Fund,http://www.kateri-fund.org/,,https://www.linkedin.com/company/the-kateri-fund-for-guatemalan-girls-education/,https://www.kateri-fund.org/contact-1,https://www.facebook.com/katerifund,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2Fkcbxfm&h=AT6FisFdsPcKF0Se-aqlaInv7JBo1QTX9tcvj-1WVvz0JTHwWRZilfChwg3R9rwkRr7kwnEVk3oz2Etk-X0GUoney7N3c8Tik6NDlgJ2Tihd_uswpw0FnkFvkr57JcRIL2ty6uTaK8Up3AyKbaB8xtrm3eJDF7IggVprxF4Aqw,,,
833,"KCBX, Inc.",https://www.facebook.com/kcbxfm,,,,https://www.facebook.com/login/device-based/regular/login/?login_attempt=1&next=https%3A%2F%2Fwww.facebook.com%2Fkcbxfm,https://www.instagram.com/kcrw/,,,
834,"KCRW Foundation, Inc.",https://www.kcrw.com/,info@kelleyhousemuseum.org,,https://www.kcrw.com/contact,https://www.facebook.com/kcrw/,,,,
835,Keep Track Global Community Development Corporation,http://ktglobalcdc.org/,info@kafoundation.org,,https://ktglobalcdc.org/contact-us/,,https://www.instagram.com/kelleyhousemuseum/,,,
836,Kelley House Museum,https://www.kelleyhousemuseum.org/,admin@kerntennis.org,,,https://www.facebook.com/KelleyHouseMuseum,,,,
837,Kendra Alexander Foundation,http://www.kafoundation.org/,,,,,https://www.instagram.com/kcta_tennis/,,,
838,Kern Community Tennis Association,http://kerntennis.org/,,,,https://www.facebook.com/profile.php?id=61558991290848&mibextid=ZbWKwL,,,,
839,Kern River Conservancy,www.kernriverconservancy.org.  www.southernsierraconservancy.org,,,,,,,,
840,Kern River Fly Fishers,http://kernriverflyfishers.com/,,,,,,,,
841,Kern River Valley Senior Citizens Inc,https://krvseniors.org/,info@kiamor.org,,,,,,,
842,Keys to Music Foundation,http://keystomusicfoundation.org/,"info@kidsclinic.org, info@kidsclinic.org?subject=I'd like to volunteer at KCDC, ",https://www.linkedin.com/company/107855701/,http://keystomusicfoundation.org/contact,https://www.facebook.com/profile.php?id=61578183973518,,,,
843,KIAMOR Project,http://www.kiamor.org/,,,http://www.kiamor.org/#contact,,https://www.instagram.com/kidscommunity.dentalclinic/,,,
844,Kids' Community Clinic of Burbank,http://www.kidsclinic.org/,info@kidsingers.org,,,,https://www.instagram.com/kidsfirstfoundation/,,,
845,Kids First Foundation,http://www.kidsfirstfnd.org/,info@kilusanwellness.org,,https://www.kidsfirstfnd.org/contact,,https://www.instagram.com/officialkidsingers/,,,
846,KidSingers,http://www.kidsingers.org/,info@kimberlycrest.org,,https://www.constantcontact.com/legal/service-provider,,http://www.instagram.com/kilusanwellness,,,
847,Kilusan Wellness,https://www.kilusanwellness.org/,sreade@kcbellflower.org?subject=Housing%20Support%20Group,,,https://www.facebook.com/KilusanWellness/,https://www.instagram.com/kimberlycrest/,,,
848,Kimberly Crest House & Gardens,https://kimberlycrest.org/,,,https://kimberlycrest.org/contact/volunteer/,https://www.facebook.com/KimberlyCrestHouseAndGardens/,https://www.instagram.com/kcbellflower,,,
849,Kingdom Causes Bellflower,http://kcbellflower.org/,info@kitchensforgood.org,,http://kcbellflower.org/contact,https://www.facebook.com/kingdomcausesbellflower,,,,
850,Kings Community Action Organization,http://www.kcao.org/,,,,,https://www.instagram.com/kitchensforgood/,,,
