"name","address","zip_code","type","irs_name","asset_amt","revenue_amt","administrator","phonenumber","mission_aligned"
"4555 Executive Dr","4555 Executive Dr","92037","Office","SCRIPPS HEALTH",9124382316.0,4869465543.0,NULL,NULL,0
"East Clairemont Southern Baptist Church","4633 Doliva Dr","92117.0","ReligiousStructure_C","COASTAL CHRISTIAN MINISTRIES INC",93696.0,859112.0,NULL,NULL,0
"SAN DIEGO MUSICAL THEATRE","4650 Mercury St","92111.0","Liquor","SAN DIEGO MUSICAL THEATRE",58325.0,1522916.0,NULL,NULL,0
"CARMEL VALLEY PIZZA LLC","4653 Carmel Mountain Rd","92130.0","Liquor","DIALYSIS WITHOUT BORDERS INC",0.0,0.0,NULL,NULL,0
"Korean Hope Church","4665 Mercury St","92111.0","ReligiousStructure_C","HNM HOPE NEWS MISSION",0.0,0.0,NULL,NULL,0
"First United Methodist Church","4690 Palm Ave","91941.0","ReligiousStructure_C","LA MESA FIRST UNITED METHODIST FOUNDATION",821853.0,205064.0,NULL,NULL,0
"La Mesa Masonic Building Association","4731 Date Ave","91941.0","CommunityCenter","SONS OF NORWAY",0.0,0.0,NULL,NULL,1
"Dynamic Church Planting International","4755 Oceanside Blvd","92056.0","ReligiousStructure","AMERICAN ITALIAN CLUB OF VISTA",0.0,0.0,NULL,NULL,0
"Alsunnah Mosque","4760 Federal Blvd","92102.0","ReligiousStructure_M","ISLAH ACADEMY",0.0,0.0,NULL,NULL,0
"Empresa","4850 Avenida Empresa","92056.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",70411.0,165508.0,NULL,NULL,0
"CITY OF SAN DIEGO-ENVIRONMENTAL SVC","4950 Murphy Canyon Rd","92123.0","GovernmentFacility","BUTTERFLY PROJECT",229984.0,345751.0,NULL,NULL,1
"Arbor View Room (La Mesa Community Center / Services)","4975 Memorial Dr","91942.0","CommunityCenter","LA MESA PARK AND RECREATION FOUNDATION",843327.0,246805.0,NULL,NULL,1
"WISE DIGITAL PARTNERS LLC  ","500 W Harbor Dr",NULL,"MISC PROFESSIONAL","HERITAGE BAND SOCIETY",0.0,0.0,"C/O DANIEL FORDE",NULL,0
"HODAD'S INC","5010 Newport Ave","92107.0","Liquor","HODADS FOUNDATION",24447.0,10806.0,NULL,NULL,0
"SGKC4 APARTMENTS LP DBA KOLL CENTER ","505 W Broadway",NULL,"APARTMENTS","ASCENDTIALS",0.0,0.0,NULL,NULL,0
"Branch Campus Church","5050 Conrad Ave","92117.0","ReligiousStructure_C","CONRAD AVENUE ARTS FOUNDATION",0.0,0.0,NULL,NULL,0
"Mount Erie Baptist Church","511 S 47Th St","92113.0","ReligiousStructure_C","MT ERIE CHRISTIAN ACADEMY INC",153564.0,389784.0,NULL,NULL,0
"RESERVOIR CHURCH  ","515 W Valley Pkwy",NULL,"RELIGIOUS ORGANIZATI","VETERANS OF FOREIGN WARS DEPARTMENT OF CALIFORNIA",0.0,0.0,NULL,NULL,0
"NORTH AMERICAN PRODUCTION SHARING INC ","517 S Cedros Ave",NULL,"MISCELLANEOUS AGENCY","MAASAI ACCESS TO EDUCATION INC",0.0,0.0,NULL,NULL,0
"BAYPOINT PREPARATORY ACADEMY  ","520 E Carmel St",NULL,"MISCELLANEOUS ASSOC","BAYPOINT PREPARATORY ACADEMY",11313901.0,4103959.0,NULL,NULL,0
"Rancho Carlsbad Golf Course","5200 El Camino Real","92010.0","GolfCourse","RANCHO CARLSBAD RECREATION CLUB",9752.0,114.0,NULL,NULL,0
"American Language Institute","5250 Campanile Dr","92115.0","HigherEducationFacility","SAN DIEGO STATE UNIVERSITY FOUNDATION",298714165.0,226239172.0,NULL,NULL,0
"Ramona Church of Christ","530 11Th St","92065.0","ReligiousStructure_C","VISION INTERNATIONAL EDUCATION SERVICE",1073192.0,107200.0,NULL,NULL,0
"LINKSOUL LLC DBA LINKSOUL LAB ","530 S Coast Hwy",NULL,"MISC PROFESSIONAL","HILL STREET COUNTRY CLUB",0.0,0.0,NULL,NULL,0
"G.I.A. Facility (Gemological Institute)","5345 Armada Dr","92008.0","BusinessCenter","GEMOLOGICAL INSTITUTE OF AMERICA INC",724023528.0,274436083.0,NULL,NULL,0
"Bird Rock Park","5371 La Jolla Hermosa Ave","92037.0","Park","BIRD ROCK FOUNDATION INC",1073883.0,409770.0,NULL,NULL,0
"Wesley United Methodist Church","5380 El Cajon Blvd","92115.0","ReligiousStructure_C","WESLEY DEVELOPMENTS",383158.0,147704.0,NULL,NULL,0
"JOHN G YPHANTIDES APLC  ","539 W Grand Ave",NULL,"ATTORNEY","THE NATIONAL CENTER FOR LAW & POLICY",511807.0,554732.0,NULL,NULL,0
"FITNESS SYSTEMS LLC DBA MEDICAL FITNESS SOLUTIONS ","543 E Alvarado St",NULL,"FITNESS CENTER","SEEDS OF HOPE CHILDRENS OUTREACH",36130.0,98489.0,NULL,NULL,0
"A.A.O.N.M.S. AL BAHR TEMPLE","5440 Kearny Mesa Rd","92111.0","Liquor","SHRINERS INTERNATIONAL",0.0,0.0,NULL,NULL,0
"INTERFAITH COMMUNITY SERVICES SEE 7194376000 ","550 W Washington Ave",NULL,"RELIGIOUS ORGANIZATI","INTERFAITH COMMUNITY SERVICES INC",56635775.0,35068603.0,NULL,NULL,1
"OGGIS PIZZA & BREWING COMPANY","5500 Campanile Dr","92115.0","Liquor","ASSOCIATED STUDENTS OF SAN DIEGO STATE UNIVERSITY",41905019.0,44689352.0,NULL,NULL,0
"AVID BEHAVIORAL DAY PROGRAM ","562 W Grand Ave",NULL,"MISC PROFESSIONAL","AVID BEHAVIORAL DAY PROGRAM CORP",2195698.0,3549384.0,NULL,NULL,0
"DANSBIERE LLC","5621 Palmer Way","92010.0","Liquor","ARMED FORCES MOBILE CHARITIES",0.0,0.0,NULL,NULL,0
"AMERICAN NATIONAL MANAGEMENT INC ","565 N Magnolia Ave",NULL,"REAL ESTATE&DEVELOPE","EAST COUNTY POSSE",135518.0,132100.0,NULL,NULL,0
"La Jolla Masonic Lodge","5655 La Jolla Blvd","92037.0","CommunityCenter","LA JOLLA MASONIC TEMPLE ASSOC",0.0,0.0,NULL,NULL,1
"CITY OF SAN DIEGO SENIOR CENTER ","570 S 65Th St",NULL,"PUBLIC AGENCY","FOURTH DISTRICT SENIORS RESOURCE CENTER",60170.0,148758.0,NULL,NULL,0
"SDSU Hillel","5717 Lindo Paseo","92115.0","ReligiousStructure_J","HILLEL THE FOUNDATION FOR JEWISH CAMPUS LIFE",25644339.0,2985306.0,NULL,NULL,0
"QUALCOMM","5775 Morehouse Dr","92121.0","Building","QUALCOMM SKI & SNOWBOARD CLUB",0.0,0.0,NULL,NULL,0
"BORREGO SPRINGS CHILDREN'S CENTER","580 Circle J Drive","92004.0","ChildDayCare","BORREGO SPRINGS YOUTH & SENIOR CENTER INC",411074.0,383592.0,NULL,NULL,0
"KENDALL'S CAFÃ‰  INC","587 Palm Canyon Dr","92004.0","Liquor","BORREGO COMMUNITY HEALTH FOUNDATION",5164046.0,79030428.0,NULL,NULL,0
"CHP San Diego Area Office","5902 Kearny Villa Rd","92123.0","PoliceStation","645 SQUAD CLUB",13806.0,51540.0,NULL,NULL,0
"Won Buddhism San Diego Temple","5950 Corte Playa Pacifica","92124.0","ReligiousStructure_B","WON BUDDHISM SAN DIEGO TEMPLE",0.0,0.0,NULL,NULL,0
"ALLIANCE HEALTH CLINIC, INC.","5952 El Cajon Blvd","92115.0","Community Clinic","ALLIANCE FOR AFRICAN ASSISTANCE",10045545.0,10837415.0,NULL,NULL,1
"ESTD 2022  INC","5965 Village Way","92130.0","Liquor","LEARNING TO IMPACT INC",1312279.0,1763144.0,NULL,NULL,0
"Franciscan School of Theology","5998 Alcala Park","92110.0","HigherEducationFacility","UNIVERSITY OF SAN DIEGO",1822962770.0,622209265.0,NULL,NULL,0
"VISTA UNIFIED SCHOOL DISTRICT DBA VISTA ACADEMY OF NEW& PERFORMING ARTS","600 N Santa Fe Ave",NULL,"PUBLIC AGENCY","VISTA ACADEMY FOUNDATION",94560.0,82821.0,NULL,NULL,0
"ATIICO INC  ","600 W Broadway",NULL,"SERVICE","NOVUM ORGANUM RESEARCH INC",0.0,0.0,NULL,NULL,0
"Rancho Santa Fe Historical Society","6036 La Flecha","92067.0","Museum","RANCHO SANTA FE HISTORICAL SOCIETY INC",1615276.0,252229.0,NULL,NULL,0
"6055 Lusk Blvd","6055 Lusk Blvd","92121","Office","SAN DIEGO ENTREPRENEURS EXCHANGE",65662.0,50751.0,NULL,NULL,0
"The Warwick","606 Washington St","92103-2234","Multifamily Residence","BEHAVIORAL MEDICINE INSTITUTE",0.0,0.0,NULL,NULL,0
"ROLLER DERBY 360 LLC","6060 Federal Blvd","92114.0","Liquor","ROLL OUT INC",0.0,0.0,NULL,NULL,0
"GREEN DRAGON TAVERN  INC.","6115 Paseo Del Norte","92011.0","Liquor","GREEN DRAGON TAVERN HISTORICAL FOUNDATION OF CALIFORNIA",1.0,0.0,NULL,NULL,0
"Masjid Bilal","6125 Imperial Ave","92114.0","ReligiousStructure_M","AFRICAN AMERICAN WELLNESS CENTER FOR CHILDREN & FAMILIES",146753.0,180993.0,NULL,NULL,0
"ALL KIDS ACADEMY HEAD START INC ","620 W Madison Ave",NULL,"PRE-SCHOOL/CHILDCARE","ALL KIDS ACADEMY HEAD START INC",13990023.0,18802604.0,NULL,NULL,0
"JOHN A OTIS SCHOOL  ","621 E 18Th St",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"HOLLANDIA DAIRY INC  ","622 E Mission Rd",NULL,"DAIRY-WHOLESALE ONLY","AMERICAN LOGISTICS ASSN",0.0,0.0,"ATTN AMI PATEL",NULL,0
"Carlsbad Adult Trans","6225 El Camino Real","92009.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"St James Church & Academy","625 S Nardo Ave","92075.0","ReligiousStructure_C","ORDER OF MALTA CLINIC OF SAN DIEGO INC",165894.0,198203.0,NULL,NULL,0
"BAYCITY BREWING COMPANY  LLC","627 8Th Ave","92101.0","Liquor","ROBLEY FOUNDATION",3876603.0,NULL,NULL,NULL,0
"Encanto Village","6315 Imperial Ave","92114","Multifamily Residence","SAN DIEGO BLACK BUSINESS NETWORK",0.0,0.0,NULL,NULL,0
"Vietnamese Buddhist Meditation Congregation","6326 Camino Del Rey","92003.0","ReligiousStructure_B","VIETNANESE BUDDHIST MEDITATION CONGREGATION INC",9161110.0,5723304.0,NULL,NULL,0
"Martin L. King, Jr. Memorial Rec Center","6401 Skyline Dr","92114.0","RecreationalFacility","MOUNTAIN VIEW SPORTS & RACQUET CLUB",280250.0,48083.0,NULL,NULL,0
"New Faith Baptist Church (Iglesia Dos Habla Hoy CDR Ministerio)","6409 Imperial Ave","92114.0","ReligiousStructure_C","YOUNIQUE PRAISE APOSTOLIC CHURCH",0.0,0.0,NULL,NULL,0
"ECOVIVARIUM  ","641 E Pennsylvania Ave",NULL,"MISCELLANEOUS ASSOC","ECOVIVARIUM",178602.0,294999.0,NULL,NULL,0
"6469 Flanders Dr","6469 Flanders Dr","92121-4104","Commercial","AROMA FOUNDATION",8536841.0,NULL,NULL,NULL,0
"Gardner","647 E Street","91910.0","School","HOWARD GARDER COMMUNITY CHARTER SCHOOL",2891255.0,3535083.0,NULL,NULL,0
"Chabad Alef Center / Alef Hebrew School","649 Sandy Ln","92078.0","ReligiousStructure_J","ALEF HEBREW SCHOOL",0.0,0.0,NULL,NULL,0
"MILLENNIUM HOUSING CORPORATION DBA PALOMAR ESTATES EAST ","650 S Rancho Santa Fe Rd",NULL,"MOBILE HOME PARK","PALOMAR ESTATES EAST RESIDENTS ASSOCIATION",0.0,0.0,NULL,NULL,1
"SAN MARCOS UNIFIED DISTRICT SAN MARCOS MIDDLE SCHOOL ","650 W Mission Rd",NULL,"PUBLIC AGENCY","SAN MARCOS MIDDLE SCHOOL PARENT CLUB",15058.0,27420.0,NULL,NULL,0
"6545 Sequence Dr","6545 Sequence Dr","92121-4363","Commercial","SAN DIEGO COUNTY CREDIT UNION",9165817993.0,423032905.0,NULL,NULL,0
"French-American","6550 Soledad Mountain Rd","92037.0","School","SAN DIEGO FRENCH-AMERICAN SCHOOL",42891406.0,11226212.0,NULL,NULL,0
"Village Mission Valley #555","6555 Ambrosia Dr","92124","Multifamily Residence","VETERANS OF HOPE INC",0.0,0.0,NULL,NULL,0
"FLEET RESERVE ASSN CLUB 289","659 Silver Strand Blvd","91932.0","Liquor","FLEET RESERVE ASSOC BRANCH 289 INC IMPERIAL BEACH",185944.0,167677.0,NULL,NULL,0
"Paloma","660 Camino Magnifico","92069.0","School","PALOMA SCHOOL PARENT TEACHER ORGANIZATION",215133.0,172781.0,NULL,NULL,0
"MERIDIAN SOUTHERN BAPTIST CHURCH ","660 S 3Rd St",NULL,"RELIGIOUS ORGANIZATI","SONSHINE HAVEN INC",217188.0,247111.0,NULL,NULL,0
"SAN YSIDRO COMMUNITY CENTER CITY OF SAN DIEGO ","663 E San Ysidro Blvd",NULL,"PUBLIC AGENCY","SAN YSIDRO IMPROVEMENT CORPORATION",67052.0,91997.0,NULL,NULL,1
"MICHAEL'S IN BORREGO","665 Palm Canyon Dr","91950.0","Liquor","BORREGO ART INSTITUTE",1632276.0,497958.0,NULL,NULL,0
"Trinitarians of Mary (Monastery of our Lady of Guadalupe)","6702 Del Cerro Blvd","92120.0","ReligiousStructure_C","FRIENDS OF THE TRINITARIANS",1234756.0,231046.0,NULL,NULL,0
"Revere School","6735 Gifford Way","92111.0","School","VAPA FOUNDATION",655322.0,1099338.0,NULL,NULL,0
"6755 Mira Mesa Blvd","6755 Mira Mesa Blvd","92121-4392","Commercial","SUMMIT IMPACT A NONPROFIT CORPORATION",1455155.0,124138.0,NULL,NULL,0
"HEARTBEAT MUSIC PERFORMING ARTS ACADEMY-INFANTS","6785 Imperial Ave","92114.0","ChildDayCare","HEARTBEAT MUSIC ACADEMY INC",0.0,0.0,NULL,NULL,0
"FLORENCE RIFORD SR CTR","6811 La Jolla Blvd",NULL,"CMTYCTR","LA JOLLA ART ASSOCIATION",0.0,0.0,"Real Estate",NULL,0
"True Vine Missionary Baptist Church of San Diego","6860 Madrone Ave","92114.0","ReligiousStructure_C","SAN DIEGO COMMUNITY CHURCHES COLLABORATIVE INC",0.0,0.0,NULL,NULL,0
"VFW ENCANTO POST 1512","6873 Federal Blvd","91945.0","Liquor","VETERANS OF FOREIGN WARS POST 1512 FOUNDATION",184.0,200.0,NULL,NULL,0
"LINDA VISTA HEALTH CARE CENTER","6973 Linda Vista Rd","92111.0","Medical","SAN DIEGO FAMILY CARE",24195641.0,36078177.0,NULL,NULL,1
"Coronado Police","700 Orange Ave","92118.0","PoliceStation","LT FRANK GREENE MEMORIAL FOUNDATION",40166.0,33878.0,NULL,NULL,0
"CUTP  LP","700 Prospect St","92037.0","Liquor","MUSEUM OF CONTEMPORARY ART SAN DIEGO",156207542.0,15331814.0,NULL,NULL,0
"Linda Vista Rec Center","7064 Levant St","92111.0","RecreationalFacility","LINDA VISTA RECREATION COUNCIL",0.0,0.0,NULL,NULL,0
"RANCHO TED REAL ESTATE LOAN&INVESTMENT ","710 W Ivy St",NULL,"REAL ESTATE&DEVELOPE","HISTORIC LINCOLN HEIGHTS INDUSTRIAL ZONE ECONOMIC DEVELOPMENT CORP",16186.0,122528.0,NULL,NULL,0
"SMITH PAUL J DBA FARMERS INSURANCE GROUP ","720 N Broadway",NULL,"INSURANCE BROKER","ESCONDIDO CHAMBER OF COMMERCE",509926.0,248988.0,NULL,NULL,0
"SOLUTIONS FAMILY CENTER LP  ","722 W California Ave",NULL,"LOW INCOME HOUSING","SOLUTIONS FOR CHANGE INC",8188113.0,3864532.0,NULL,NULL,0
"AMERICAN LEGION LINDA VISTA POST 731","7245 Linda Vista Rd","92111.0","Liquor","AMERICAN LEGION",87807.0,157269.0,NULL,NULL,0
"San Diego Mesa College","7250 Mesa College Dr","92111.0","HigherEducationFacility","SAN DIEGO MET HIGH SCHOOL FOUNDATION",0.0,0.0,NULL,NULL,0
"MARCELLUS KARLTON DBA SOUTHWEST TRAVEL ","727 E San Ysidro Blvd",NULL,"SPECIALTY STORE-SOFT","BORDER FUSION INSTITUTE INC",0.0,0.0,NULL,NULL,0
"JOSLYN SENIOR CENTER DBA DOROTHY E BOEGER BLDG SEE 7194569590","728 N Broadway",NULL,"PUBLIC AGENCY","SENIOR SERVICE COUNCIL ESCONDIDO",1572573.0,209593.0,NULL,NULL,0
"Young Israel of San Diego","7289 Navajo Rd","92119.0","ReligiousStructure_J","NATIONAL COUNCIL OF YOUNG ISRAEL",19363.0,220612.0,NULL,NULL,0
"MACIAS CONSULTING SERVICES LLC DBA COORDINATED FLEET SERVICES ","730 W 19Th St",NULL,"MISCELLANEOUS AGENCY","BEZSAM INC",628666.0,15089413.0,NULL,NULL,0
"La Jolla Country Club","7301 High Ave","92037.0","GolfCourse","LA JOLLA COUNTRY CLUB INC",22197618.0,15600370.0,NULL,NULL,0
"Business Center of La Mesa","7317 El Cajon Blvd","91942.0","BusinessCenter","GATEWAY TO GROWTH",24004.0,46539.0,NULL,NULL,0
"GLC-(CA) CSD 1 LLC  ","7350 W Lilac Rd",NULL,"ELECTRICITY GENERATI","SULLIVAN MIDDLE PTO",0.0,0.0,"C/O ARMANINO LLP",NULL,0
"FELLOWSHIP CENTER INC THE DBA ROBINSON HALL SEE 7141940000","737 E Grand Ave",NULL,"MISCELLANEOUS ASSOC","FELLOWSHIP CENTER",2206103.0,449228.0,NULL,NULL,0
"FELICITA SCHOOL  ","737 W 13Th Ave",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"ELKS LODGE 168 SAN DIEGO","7430 Jackson Dr","92119.0","Liquor","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA",3505814.0,708472.0,NULL,NULL,0
"WHITE SANDS LA JOLLA","7450 Olivetas Ave","92037.0","AdultDayCare","INTERPERSONAL COMMUNICATION SERVICES INC",0.0,0.0,NULL,NULL,0
"CAJON VALLEY SCHOOL DISTRICT EDUCATION CENTER ANNEX ","750 E Main St",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"WOMENS CLUB OF ESCONDIDO  ","751 N Rose St",NULL,"CLUBS - SOCIAL/SERVI","WOMANS CLUB OF ESCONDIDO",297110.0,180611.0,NULL,NULL,0
"LA JOLLA/RIFORD BRANCH LIBRARY","7555 Draper Ave",NULL,"LIB","FRIENDS OF LA JOLLA BRANCH LIBRARY",1587925.0,274214.0,"Library",NULL,0
"GCIUFFA INC","7600 Fay Ave","92037.0","Liquor","LA JOLLA MUSIC SOCIETY",85263101.0,6319482.0,NULL,NULL,0
"C3 Church San Diego","7620 Balboa Ave","92111.0","ReligiousStructure_C","C3 CHURCH AMERICAS INC",176050.0,536265.0,NULL,NULL,0
"Fletcher","7666 Bobolink Way","92123.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"Centro Cristiano Luz Y Salvacion","767 Anita St","91911.0","ReligiousStructure","FIELD CHRISTIAN COMMUNITY CHURCH",14239.0,69979.0,NULL,NULL,0
"RADIANT HOSPICE","7675 Dagget St","92111.0","Hospice","PACIFIC ARTS MOVEMENT",631791.0,1473054.0,NULL,NULL,0
"7710 Balboa Ave","7710 Balboa Ave","92111-2261","Office","INTERNATIONAL FOUNDATION FOR RURAL HEALTHCARE INC",22897.0,15000.0,NULL,NULL,0
"COMMUNITY REFORMED CHURCH OF ESCONDIDO DBA INFUSION CHURCH","777 W Felicita Ave",NULL,"RELIGIOUS ORGANIZATI","CHRISTIAN ANTI-DEFAMATION LEAGUE CADL INC",0.0,0.0,NULL,NULL,1
"HUANG  JIANYA LI","7770 Regents Rd","92122.0","Liquor","OPENROAD INITIATIVE INC",41750.0,0.0,NULL,NULL,0
"ARNOLD BETCHER POST 3788  VETERANS OF FOREIGN WARS","7785 Othello Ave","92111.0","Liquor","VETERANS OF FOREIGN WARS DEPARTMENT OF CALIFORNIA",32979.0,196880.0,NULL,NULL,0
"AMERICAN LEGION ALBERT J HICKMAN PT","7815 Armour St","92111.0","Liquor","AMERICAN LEGION RIDERS CHAPTER 460",0.0,0.0,NULL,NULL,0
"East San Diego Masonic Temple","7849 Tommy Dr","92119.0","CommunityCenter","EAST SAN DIEGO MASONIC TEMPLE CORP",1275193.0,214542.0,NULL,NULL,1
"El Camino Creek","7885 Paseo Aliso","92009.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",201544.0,107785.0,NULL,NULL,0
"Lemon Grove Post Office","7938 Broadway","91945.0","PostOffice","REVITALIZE BROADWAY",0.0,0.0,NULL,NULL,0
"LINK CENTER, THE","7944 Golden Ave","91945.0","AdultDayCare","DEVELOPMENTAL SERVICES CONTINUUM INC",4847385.0,5090976.0,NULL,NULL,0
"San Diego Interfaith Housing Foundation","7956 Lester Ave","91945.0","ReligiousStructure","INTERFAITH HOUSING ASSISTANCE CORP",2785847.0,1988729.0,NULL,NULL,1
"CHALDEAN CATHOLIC DIOCESE OF ST PETER THE APOSTLE ","799 E Washington Ave",NULL,"RELIGIOUS ORGANIZATI","PATRIOT LEGACY EDUCATION FOUNDATION",35994.0,108812.0,"ATTN SARHAD JAMMO",NULL,0
"Carlsbad Senior Center","799 Pine Ave","92008.0","CommunityCenter","CARLSBAD SENIOR CITIZENS ASSOCIATION 75",0.0,0.0,NULL,NULL,1
"Olivenhain Pioneer","8000 Calle Acervo","92009.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",38208.0,174540.0,NULL,NULL,0
"GLEASON DAVID DBA BP BATTERY ","805 E Mission Rd",NULL,"AUTO PARTS-RETAIL","GREEN OAK RANCH",2244930.0,NULL,NULL,NULL,0
"Metropolitan Corrections Center","808 Union St","92101.0","CorrectionalInstitution","AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES",0.0,0.0,NULL,NULL,0
"LA MESA POST NO. 282  THE AMERICAN LEGION  DEPARTM","8118 University Ave","91942.0","Liquor","AMERICAN LEGION",35623.0,305885.0,NULL,NULL,0
"Main Branch San Diego Post Office","815 E St","92101.0","PostOffice","LIVING WELL WITH DIABETES",0.0,0.0,NULL,NULL,0
"SANTALUZ CLUB INC THE","8170 Caminito Santaluz E","92127.0","Liquor","SANTALUZ COMMUNITY COUNCIL",435156.0,505537.0,NULL,NULL,0
"KIDCARE EXPRESS","823 Gateway Center Way","92102.0","Community Clinic","FAMILY HEALTH CENTERS OF SAN DIEGO INC",672993249.0,436375423.0,NULL,NULL,1
"LEUCADIA CLUB  THE","828 N Coast Highway 101","92024.0","Liquor","LEUCADIA CLUB",21521.0,128311.0,NULL,NULL,0
"ASPIRE PACIFIC CORP DBA ASPIRE REALTY&MORTGAGE ","835 E 8Th St",NULL,"REAL ESTATE&DEVELOPE","ASINGAN ASSOCIATION OF CALIFORNIA SAN DIEGO COUNTY",0.0,0.0,"ATTN RAFAEL DUQUEZ",NULL,0
"Mesa Verde","8375 Entreken Way","92129.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"STRAIGHT FROM THE HEART RESOURCE CENTER ","839 W San Marcos Blvd",NULL,"MISC PROFESSIONAL","STRAIGHT FROM THE HEART INC",123167.0,91260.0,NULL,NULL,0
"SODEXHO MANAGEMENT INC  ","84 E J St",NULL,"CAFE","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,"C/O INTERNATIONAL APPRAISAL CO",NULL,0
"VFW BERT FULLER POST 9578","844 Tavern Rd","91901.0","Liquor","BERT FULLER POST 9578 VFW",253668.0,564291.0,NULL,NULL,0
"RELIC BAGERI LLC","845 15Th St","92101.0","Liquor","NEW DAY COMMUNITY CHURCH",5000.0,NULL,NULL,NULL,0
"CASA DE MANANA","849 Coast Blvd","92037.0","RESIDENTIAL CARE ELDERLY","CASA DE MANANA CLUB",92745.0,325398.0,"MARIVEL JOHNSON","(858) 456-4268",0
"EXCELLENCE&JUSTICE INC EDUCATION ELEMENTARY ACADEMY DBA EJE ACADEMY","851 S Johnson Ave",NULL,"MISC SCHOOL","EJE ACADEMIES",43716920.0,17103486.0,NULL,NULL,1
"AMERICAN LEGION POST 552","853 Turquoise St","92109.0","Liquor","AMERICAN LEGION",0.0,0.0,NULL,NULL,0
"OPERATION HOPE NORTH COUNTY  ","859 E Vista Way",NULL,"MISCELLANEOUS ASSOC","OPERATION HOPE NORTH COUNTY INC",1937898.0,1158085.0,NULL,NULL,0
"St James Lutheran Church","866 Imperial Beach Blvd","91932.0","ReligiousStructure_C","ST JAMES LUTHERAN DEVELOPMENTS INC",14466731.0,386497.0,NULL,NULL,0
"RALPHS GROCERY COMPANY","8677 Villa La Jolla Dr","92037.0","Liquor","TANTUM FOUNDATION INC",0.0,0.0,NULL,NULL,0
"Sharp Healthcare HQ","8695 Spectrum Center Blvd","92123.0","MajorEmployer","SHARP HEALTHCARE",6073527629.0,1758705575.0,NULL,NULL,1
"CAMERON BROS CONSTRUCTION CO DBA CAMERONS MOBILE ESTATES ","8712 N Magnolia Ave",NULL,"MOBILE HOME PARK","DREAM BIG TAKE BIG ACTION",0.0,0.0,NULL,NULL,0
"SAN DIEGO COUNTRY CLUB INC","88 L St","91911.0","Liquor","SAN DIEGO COUNTRY CLUB INC",13392144.0,8335936.0,NULL,NULL,0
"Pentacostal Church","880 Canarios Ct","91910.0","ReligiousStructure_C","PACIFIC SOUTHWEST ASSOCIATION OF REALTORS INC",5962554.0,3433861.0,NULL,NULL,0
"Grossmont College","8800 Grossmont College Dr","92020.0","HigherEducationFacility","FOUNDATION FOR GROSSMONT AND CUYAMACA COLLEGES",53265736.0,56261379.0,NULL,NULL,0
"Jewish Family Service (FJS) Headquarters","8804 Balboa Ave","92123.0","ReligiousStructure_J","JEWISH FAMILY SERVICE OF SAN DIEGO",103390382.0,116334969.0,NULL,NULL,0
"SNOOZETOWN LLC","8861 Villa La Jolla Dr","92037.0","Liquor","MUSTARD SEED PROJECT",0.0,0.0,NULL,NULL,0
"8885 Rio San Diego Dr","8885 Rio San Diego Dr","92108-1624","Office","SAN DIEGO ENVIRONMENTAL FILM FESTIVAL",0.0,0.0,NULL,NULL,0
"SAM & ROSE STEIN EDUCATION CENTER","8910 Clairemont Mesa Blvd","92123.0","AdultDayCare","VISTA HILL FOUNDATION",45950262.0,39641533.0,NULL,NULL,0
"Southwestern College","900 Otay Lakes Rd","91910.0","HigherEducationFacility","SOUTHWESTERN COMMUNITY COLLEGE DISTRICT ADMINISTRATORS ASSOCIATIO",0.0,0.0,NULL,NULL,0
"Cuyamaca College","900 Rancho San Diego Pkwy","92019.0","HigherEducationFacility","SAN DIEGO AND IMPERIAL COUNTIES COMMUNITY COLLEGE FOUNDATION",0.0,0.0,NULL,NULL,0
"Briercrest Park","9001 Wakarusa St","91942.0","Park","GROSSMONT HEALTHCARE DISTRICT FOUNDATION",0.0,0.0,NULL,NULL,0
"CHULA VISTA ELKS LODGE  NO.2011 OF THE BENEVOLENT ","901 Elks Ln","91911.0","Liquor","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA",1336043.0,406884.0,NULL,NULL,0
