"name","address","zip_code","type","administrator","phonenumber","source","entity_type"
"COMMUNITY RESEARCH FOUNDATION INC STEP FORWARD NORTH COASTAL","408  Cassidy St",NULL,"MISCELLANEOUS ASSOC","ATTN VANESSA CHASSIN",NULL,"Audrey Merged",NULL
"COMMUNITY RESEARCH FOUNDATION INC TURNING POINT","1738 S Tremont St",NULL,"MISCELLANEOUS ASSOC","ATTN VANESSA CHASSIN",NULL,"Audrey Merged",NULL
"COMMUNITY ROAD HOUSING ASSOCIATES LP COMMUNITY HOUSING WORKS","13414  Community Rd",NULL,"LOW INCOME HOUSING","C/O MANAGEMENT",NULL,"Audrey Merged",NULL
"COMMUNITY UNITED METHODIST CHURCH ","633  Diamond Bar Rd",NULL,"RELIGIOUS ORGANIZATI","ATTN JOAN LEOPOLD",NULL,"Audrey Merged",NULL
"COMMUNITY VALLEY BANK  ","2015  Main St",NULL,"BANKS","ATTN ACCOUNTING DEPARTMENT",NULL,"Audrey Merged",NULL
"CONTINENTAL MOBILE HOUSING LTD LOULOU TRAN CONTINENTAL MOBILE HOUSING LTD","11622  El Camino Real",NULL,"ADVERTISING","C/O PAUL REICHERT",NULL,"Audrey Merged",NULL
"COPPER CREEK 4% HOUSING ASSOCIATES LP ","1710  Elfin Forest Rd",NULL,"LOW INCOME HOUSING","C/O DELPHINE SHERMAN CFO",NULL,"Audrey Merged",NULL
"COPPER CREEK 9% HOUSING ASSOCIATES LP ","1722  Elfin Forest Rd",NULL,"LOW INCOME HOUSING","C/O DELPHINE SHERMAN CFO",NULL,"Audrey Merged",NULL
"CORTICA HEALTHCARE INC  ","5870  El Camino Real",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DERRICK JOHNSON",NULL,"Audrey Merged",NULL
"CORTICA HEALTHCARE INC  ","6160  Cornerstone Ct E",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DERRICK JOHNSON",NULL,"Audrey Merged",NULL
"CORTICA HEALTHCARE INC  ","7525  Metropolitan Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DERRICK JOHNSON",NULL,"Audrey Merged",NULL
"COSMIC SOLAR INC  ","943  Poinsettia Ave",NULL,"MISC PROFESSIONAL","ATTN BAHRAM SHADZI",NULL,"Audrey Merged",NULL
"COUNCIL OF COMMUNITY CLINICS SERVICE CORPORATION DBA CNECT","3710  Ruffin Rd",NULL,"MISCELLANEOUS ASSOC","C/O PATRICIA HAPPY",NULL,"Audrey Merged",NULL
"COUNCIL OF COMMUNITY CLINICS SERVICE CORPORATION DBA HEALTH CENTER PARTNERS","3710  Ruffin Rd",NULL,"MISCELLANEOUS ASSOC","C/O PATRICIA HAPPY",NULL,"Audrey Merged",NULL
"COUNTRY CHURCH FULL GOSPEL THE  WESTSIDE COMMUNITY CHURCH","560  Palomar St",NULL,"RELIGIOUS ORGANIZATI","ATTN BILL SOUTH",NULL,"Audrey Merged",NULL
"COUNTY OF SAN DIEGO HEALTH&HUMAN SERVICES AGING&INDEPENDENT SERVICES","1305  Union Plaza Ct",NULL,"PUBLIC AGENCY","ADULT PROTECTIVE SERVICES",NULL,"Audrey Merged",NULL
"COVENANT LIVING AT MOUNT MIGUEL","325 Kempton Street","91977.0","RCFE-CONTINUING CARE RETIREMENT COMMUNITY","RICHARD MILLER","(619) 479-4790","Audrey Merged",NULL
"CRC HEALTH CORPORATION ACADIA HEALTHCARE ","6185  Paseo Del Norte",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O PROPERTY VALUATION SVCS",NULL,"Audrey Merged",NULL
"CRESCENT HEALTHCARE INC DBA OPTION CARE ","2023 W Vista Way",NULL,"DOCTOR/OSTEOPA/CHIRO","TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"CRESCENT HEALTHCARE INC OPTION CARE ","15025  Innovation Dr",NULL,"PHARMACY","ATTN TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"CRESTWOOD BEHAVIORAL HEALTH INC DBA CRESTWOOD CHULA VISTA","960  3Rd Ave",NULL,"MISC PROFESSIONAL","ATTN GL ACCOUNTING",NULL,"Audrey Merged",NULL
"CRESTWOOD BEHAVIORAL HEALTH INC DBA CRESTWOOD SAN DIEGO","5550  University Ave",NULL,"REST HOME","ATTN GL ACCOUNTING",NULL,"Audrey Merged",NULL
"CRESTWOOD BEHAVIORAL HEALTH INC DBA FALLBROOK HEALING CENTER","624 E Elder St",NULL,"REST HOME","ATTN GL ACCOUNTING",NULL,"Audrey Merged",NULL
"CRESTWOOD BEHAVIORAL HEALTH INC DBA HUMMINGBIRD HEALING CENTER","5550  University Ave",NULL,"REST HOME","ATTN GL ACCOUNTING",NULL,"Audrey Merged",NULL
"CROWN POINT HEALTHCARE LLC  ","5411  Avenida Encinas",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CORP LEGAL",NULL,"Audrey Merged",NULL
"CSCDA COMMUNITY IMPROVEMENT AUTHORITY ","610 N Centre City Pkwy",NULL,"APARTMENTS","C/O WATERFORD PROPERTY",NULL,"Audrey Merged",NULL
"CSCDA COMMUNITY IMPROVEMENT AUTHORITY DBA HAVEN 76 APARTMENTS","2412 S Escondido Blvd",NULL,"APARTMENTS","C/O WATERFORD PROPERTY",NULL,"Audrey Merged",NULL
"CSCDA COMMUNITY IMPROVEMENT AUTHORITY DBA ROWAN APARTMENTS","700 W Grand Ave",NULL,"APARTMENTS","C/O WATERFORD PROPERTY",NULL,"Audrey Merged",NULL
"CYPRESS COVE HOUSING ASSOCIATES LP ","260 N Midway Dr",NULL,"LOW INCOME HOUSING","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"Cesar Solis Community Park","4895 Del Sol Blvd.",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"DE LUZ HOUSING ASSOCIATES LP  ","420 N Pico Ave",NULL,"LOW INCOME HOUSING","C/O COMMUNITY HOUSING WORKS",NULL,"Audrey Merged",NULL
"DEAF COMMUNITY SERVICES OF SAN DIEGO INC ","2240  Cleveland Ave",NULL,"MISCELLANEOUS ASSOC","PMB 471",NULL,"Audrey Merged",NULL
"DEHESA CHARTER SCHOOL  COMMUNITY MONTESSORI","1800 N Broadway",NULL,"MISCELLANEOUS ASSOC","C/O DOUG MILLER",NULL,"Audrey Merged",NULL
"DEHESA CHARTER SCHOOL COMMUNITY MONTESSORI ","3751  Mary Ln",NULL,"MISCELLANEOUS ASSOC","C/O DOUG MILLER",NULL,"Audrey Merged",NULL
"DEHESA CHARTER SCHOOL COMMUNITY MONTESSORI ","9580  Carlton Hills Blvd",NULL,"MISC SCHOOL","ATTN DOUGLAS MILLER",NULL,"Audrey Merged",NULL
"DELTA HOME HEALTH INC  ","9948  Hibert St",NULL,"MISC PROFESSIONAL","C/O ERMA MANZANO",NULL,"Audrey Merged",NULL
"DELTA VILLAGE HOUSING ASSOCIATES A CALIFORNIA LTD PARTNERSHIP","4352  Delta St",NULL,"APARTMENTS","COMMUNITY HOUSING WORKS-MGP",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","13541  Stoney Creek Rd",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","533  Lomas Santa Fe Dr",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","525 W Vista Way",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","623 S Nardo Ave",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","450 S Stage Coach Ln",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","5555  Del Mar Heights Rd",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","405  Ballard St",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","1147  Discovery St",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","15315  Stonebridge Pkwy",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","4300  Oceanside Blvd",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC  ","8200  Gold Coast Dr",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC FKA TA SOLAR PROJECT CO 18 LLC ","656  24Th St",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC FKA TA SOLAR PROJECT CO 27 LLC ","8975  Lawrence Welk Dr",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DG CALIFORNIA SOLAR LLC FKA TA SOLAR PROJECT CO 28 LLC ","31020  Cole Grade Rd",NULL,"MISC CONTRACTOR","ATTN PROPERTY TAX PSX/JB",NULL,"Audrey Merged",NULL
"DIRECT URGENT CARE INC DBA CARBON HEALTH ","109 S Las Posas Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O SUJAL MANDAVIA",NULL,"Audrey Merged",NULL
"DIRECT URGENT CARE INC DBA CARBON HEALTH ","1885 S Centre City Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O SUJAL MANDAVIA",NULL,"Audrey Merged",NULL
"DOCTORS ON WHEELS LLC COMPREHENSIVE COMMUNITY HEALTH CENTER","250 S Orange St",NULL,"MISC PROFESSIONAL","ATTN MOCA DILABAKUN",NULL,"Audrey Merged",NULL
"DONIYE SHELLER DBA HEALTHY GRILL ","3440  Del Lago Blvd",NULL,"CAFE","C/O SHELLER DONIYIE",NULL,"Audrey Merged",NULL
"DOVE FAMILY HOUSING ASSOC LP 02-060 ","1953  Dove Ln",NULL,"LOW INCOME HOUSING","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"DOYLE COMMUNITY PARK","Regents Rd & Berino Ct",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"DUKE ENERGY SOUTH BAY LLC DBA SOUTH BAY POWER PLANT C/O LS POWER DEVELOPMENT LLC","990  Bay Blvd",NULL,"ELECTRICITY GENERATI","ATTN ACCOUNTING DEPARTMENT",NULL,"Audrey Merged",NULL
"DULZURA COMMUNITY DEVELOPMENT COMMITTEE INC ","17066  Campo Rd",NULL,"REAL ESTATE&DEVELOPE","C/O GARTH E CAMP",NULL,"Audrey Merged",NULL
"DURKIN HEALTH&WELLNESS INC DBA FITNESS QUEST 10 ","10006  Scripps Ranch Blvd",NULL,"FITNESS CENTER","C/O JULIE WILCOX",NULL,"Audrey Merged",NULL
"DVA RENAL HEALTHCARE INC DBA DAVITA COLLEGE DIALYSIS ","6035  University Ave",NULL,"MEDICAL LABORATORY","C/O PROPERTY VALUATION SVCS",NULL,"Audrey Merged",NULL
"DVA RENAL HEALTHCARE INC DBA ENCINITAS DIALYSIS #3486","332  Santa Fe Dr",NULL,"MEDICAL LABORATORY","C/O RYAN LLC DEPT 769",NULL,"Audrey Merged",NULL
"DVA RENAL HEALTHCARE INC DBA ESCONDIDO DIALYSIS #3055","203 E 2Nd Ave",NULL,"MEDICAL LABORATORY","C/O RYAN LLC DEPT 769",NULL,"Audrey Merged",NULL
"DVA RENAL HEALTHCARE INC DBA SAN DIEGO EAST DIALYSIS #3484","292 N Euclid Ave",NULL,"MEDICAL LABORATORY","C/O RYAN LLC DEPT 769",NULL,"Audrey Merged",NULL
"DVA RENAL HEALTHCARE INC DBA SAN DIEGO SOUTH DIALYSIS #3210","1220 E Plaza Blvd",NULL,"MEDICAL LABORATORY","C/O RYAN LLC DEPT 769",NULL,"Audrey Merged",NULL
"DVA RENAL HEALTHCARE INC DBA SAN YSIDRO DIALYSIS #3456","1445  30Th St",NULL,"MEDICAL LABORATORY","C/O RYAN LLC DEPT 769",NULL,"Audrey Merged",NULL
"DYNAMIC HEALTH ASSOCIATES LLC LISA KLINKER ","721  San Luis Rey Pl",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O LISA S KLINKER",NULL,"Audrey Merged",NULL
"EAST VILLAGE COMMUNITY CHURCH  ","1374  Island Ave",NULL,"RELIGIOUS ORGANIZATI","ATTN FINANCE SECRETARY",NULL,"Audrey Merged",NULL
"EASTSIDE COMMUNITY CHURCH  ","1174  Broadway",NULL,"RELIGIOUS ORGANIZATI","C/O MARK MILLER",NULL,"Audrey Merged",NULL
"EDF RENEWABLE ENERGY INC  ","15445  Innovation Dr",NULL,"ELECTRICAL","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"EGP SOLAR I  ","0  Borrego Valley Rd",NULL,"ELECTRICITY GENERATI","ATTN AGRI EMPIRE",NULL,"Audrey Merged",NULL
"EGUZKI LLC DBA SOLARE RISTORANTE ","2820  Roosevelt Rd",NULL,"CAFE","C/O RANDALL SMERIK",NULL,"Audrey Merged",NULL
"EL CAJON ENERGY CENTER LLC C/O WELLHEAD ELECTRIC CO INC ","220 N Johnson Ave",NULL,"ELECTRICITY GENERATI","ATTN KARA MILES",NULL,"Audrey Merged",NULL
"EL CAJON SENIOR TOWER APTS LP HAVEN FOR AFFORDABLE HOUSING ENCINO LLC-MGP","180  Ballantyne St",NULL,"LOW INCOME HOUSING","C/O NANCY WONG",NULL,"Audrey Merged",NULL
"EL NORTE HOUSING ASSOCIATES LP  ","141 E El Norte Pkwy",NULL,"APARTMENTS","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"ELEVANCE HEALTH COMPANIES INC  ","3131  Camino Del Rio N",NULL,"MISCELLANEOUS AGENCY","ATTN CORP TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"ELIZABETH STROUT A LICENSED CLINICAL SOCIAL WORKER CORP DBA ELLIE MENTAL HEALTH OF","11230  Sorrento Valley Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","SAN DIEGO",NULL,"Audrey Merged",NULL
"ELM HOLDINGS LLC DBA LA MESA HEALTHCARE CENTER ","3780  Massachusetts Ave",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"EMERALD TRIUNE HOME HEALTH SERVICES INC ","253 S Escondido Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MARIA UDAN",NULL,"Audrey Merged",NULL
"EMERGENCY HOUSING SITE","5879 Imperial Ave., Sd 92114",NULL,"LEASE","Real Estate",NULL,"Audrey Merged",NULL
"EMPLOYMENT & COMMUNITY OPTIONS - CPIC SAN DIEGO","6302 Riverdale Street","92120.0","ADULT DAY PROGRAM","TAYLOR, SEAN","(619) 946-3108","Audrey Merged",NULL
"ENCORE MENTAL HEALTH","6949 Elfin Oaks Rd","92029.0","SOCIAL REHABILITATION FACILITY","SANGINITI, SAMANTHA","(516) 776-2595","Audrey Merged",NULL
"ENERGY CALIFORNIA LLC DBA ROBEKS JUICE ","1025  Camino De La Reina",NULL,"CAFE","PMB 2025",NULL,"Audrey Merged",NULL
"ENERGY CALIFORNIALLC DBA ROBEKS JUICE ","16588  Bernardo Center Dr",NULL,"CAFE","PMB 2025",NULL,"Audrey Merged",NULL
"ENERGY COALITION THE  ","2820  Roosevelt Rd",NULL,"MISCELLANEOUS AGENCY","ATTN EMMA VO",NULL,"Audrey Merged",NULL
"ENERGY LABS INC CHARLOTTE PROPERTIES LLC ","1695  Cactus Rd",NULL,"MFG LIGHT","ATTN TAX DEPT",NULL,"Audrey Merged",NULL
"ENERGY&INFRASTRUCTURE ADVISORS CORP ","7924  Ivanhoe Ave",NULL,"MISC PROFESSIONAL","C/O GUILLERMO TURRENT FL 2",NULL,"Audrey Merged",NULL
"ENHANCED PSYCHOLOGICAL HEALTH CARE INC DBA ALVARADO COUNSELING CENTER","6645  Alvarado Ct",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O FARIDEH HASSAN-REZAI",NULL,"Audrey Merged",NULL
"ENVIRONMENTAL LABORATORY NETWORK INC ","3440  El Cajon Blvd",NULL,"MEDICAL LABORATORY","ATTN JENNY DOUGLAS",NULL,"Audrey Merged",NULL
"ENVIRONMENTAL REMEDIES LLC  ","409 N Johnson Ave",NULL,"MISC PROFESSIONAL","C/O SCOTT TAMAYO CEO",NULL,"Audrey Merged",NULL
"ENVIRONMENTAL SERVICES FACILITY (RIDGEHAVEN)","9601 Ridgehaven Ct",NULL,"OFCBLDG","Environmental Services",NULL,"Audrey Merged",NULL
"ENVIRONMENTAL SERVICES OPERATION YARD","8353 Miramar Pl.",NULL,"OPS","Environmental Services",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES ADMINISTRATION MOC ADMIN","401  Mile Of Cars Way",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA ACCORD DUI ","850  Arnele Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA BOYS & GIRLS CLUB ","1430  D Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA CASTLE PARK HEAD START ","1375  3Rd Ave",NULL,"PRE-SCHOOL/CHILDCARE","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA FOOD SERVICES ","1465  30Th St",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA FOURTH&D HEAD START ","395  D St",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA HAMMOND ","455  Palm Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA HARBISON HEAD START ","1540  Harbison Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA HIGHLAND HEAD START ","2605  Highland Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA MONTGOMERY HEAD START ","3240  Palm Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA PALOMAR HEAD START ","1320  4Th Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA REO HEAD START ","2602  Reo Dr",NULL,"RELIGIOUS ORGANIZATI","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA SAN YSIDRO HEAD START ","249  Willow Rd",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA UPTOWN SAFE HAVEN UTSH","2822  5Th Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES DBA ZAMORANO HEAD START ","7375  Tooma St",NULL,"PRE-SCHOOL/CHILDCARE","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES ST JOHNS HEAD START ","760  1St Ave",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"EPISCOPAL COMMUNITY SERVICES VICTORIA EHS ","1665  Precision Park Ln",NULL,"MISCELLANEOUS ASSOC","ATTN JENNETTE FERMO",NULL,"Audrey Merged",NULL
"ESCONDIDO COMMUNITY CHILD DEVELOPMENT CENTER ","613 E Lincoln Ave",NULL,"MISCELLANEOUS ASSOC","ATTN BETSY JONES",NULL,"Audrey Merged",NULL
"ESCONDIDO COMMUNITY OF CHRIST AKA REORGANIZED CHURCH OF JESUS CHRIST OF LATTER DAY","1140 S Maple St",NULL,"RELIGIOUS ORGANIZATI","SAINTS",NULL,"Audrey Merged",NULL
"ESCONDIDO ENERGY CENTER LLC C/O WELLHEAD ELECTRIC CO INC ","1968  Don Lee Pl",NULL,"ELECTRICITY GENERATI","ATTN KARA MILES",NULL,"Audrey Merged",NULL
"ESCONDIDO HEALTHCARE LLC DBA ESCONDIDO POST ACUTE ","421 E Mission Ave",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"ESCONDIDO SENIOR HOUSING PARTNERS LP ","215 E Washington Ave",NULL,"LOW INCOME HOUSING","C/O NATIONAL CORE-ACCOUNTING",NULL,"Audrey Merged",NULL
"ETHOS VETERINARY HEALTH LLC NORTH COUNTY ","2055  Montiel Rd",NULL,"VET/ANIMAL HOSP","ATTN ACCOUNTING DEPT",NULL,"Audrey Merged",NULL
"ETHOS VETERINARY HEALTH LLC OCEANSIDE ","2455  Vista Way",NULL,"VET/ANIMAL HOSP","ATTN ACCOUNTING DEPT",NULL,"Audrey Merged",NULL
"ETHOS VETERINARY HEALTH LLC RANCHO PENASQUITOS ","12880  Rancho Penasquitos Blvd",NULL,"VET/ANIMAL HOSP","ATTN ACCOUNTING DEPT",NULL,"Audrey Merged",NULL
"ETHOS VETERINARY HEALTH LLC SORRENTO VALLEY ","10435  Sorrento Valley Rd",NULL,"VET/ANIMAL HOSP","ATTN ACCOUNTING DEPT",NULL,"Audrey Merged",NULL
"FAIRMOUNT FAMILY HOUSING LP NEXUS MGP LLC ","6121  Fairmount Ave",NULL,"APARTMENTS","C/O AFFIRMED HOUSING GROUP",NULL,"Audrey Merged",NULL
"FAIRMOUNT SENIOR HOUSING CIC LP DBA HARRIS FAMILY SENIOR RESID","4320  44Th St",NULL,"APARTMENTS","C/O CHELSEA INVESTMENT CORP",NULL,"Audrey Merged",NULL
"FAITH COMMUNITY CHURCH BY THE SEA ","2700  Rancho Pancho",NULL,"RELIGIOUS ORGANIZATI","C/O SUE BRNO",NULL,"Audrey Merged",NULL
"FALCK MOBILE HEALTH CORP  ","4885  Greencraig Ln",NULL,"MISC PROFESSIONAL","ATTN HYESUN LIM",NULL,"Audrey Merged",NULL
"FALLBROOK HEALTHCARE CENTER OPERATING COMPANY LLC DBA FALLBROOK SKILLED NURSING","325  Potter St",NULL,"REST HOME","ATTN JAMES KILLIAN",NULL,"Audrey Merged",NULL
"FALLBROOK HEALTHCARE PARTNERS  ","591 E Elder St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O LISA HUDSON",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA BARRIO LOGAN ADMIN/","1841  National Ave",NULL,"MISCELLANEOUS ASSOC","WELLNESS",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA BEACH AREA FAMILY HEALTH","3690  Mission Blvd",NULL,"MISCELLANEOUS ASSOC","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA BEACH AREA FAMILY HEALTH","3705  Mission Blvd",NULL,"MISCELLANEOUS ASSOC","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA CHASE AVENUE FAMILY HEALTH","1111 W Chase Ave",NULL,"MISCELLANEOUS ASSOC","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA CHULA VISTA FAMILY","248  Landis Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","COUNSELING CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA CLINICAL RESEARCH","4080  Centre St",NULL,"MISCELLANEOUS ASSOC","ORGANIZATION (CRO)",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA DIAMOND NEIGHBORHOOD","4725  Market St",NULL,"MISCELLANEOUS ASSOC","FAMILY HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA EL CAJON FAMILY HEALTH","525 E Main St",NULL,"MISCELLANEOUS ASSOC","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA EL CAJON YOUTH COUNSELING","680  Fletcher Pkwy",NULL,"MISCELLANEOUS ASSOC","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA ESCONDIDO FAMILY COUNSELING","157 E Valley Pkwy",NULL,"MISCELLANEOUS ASSOC","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA ESCONDIDO FAMILY HEALTH","128 N Broadway",NULL,"DOCTOR/OSTEOPA/CHIRO","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA FAMILY HEALTH ON","2325  Commercial St",NULL,"MISCELLANEOUS ASSOC","COMMERCIAL",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA FAMILY HEALTH-YOUTH","2130  National Ave",NULL,"MISCELLANEOUS ASSOC","COUNSELING",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA FIFTH AVENUE BEHAVIORAL","1750  5Th Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","CENTER/SOLUTIONS FOR RECOVERY",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA GROSSMONT SPRING VALLEY","8788  Jamacha Rd",NULL,"MISCELLANEOUS ASSOC","FAMILY HEALTH CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA HEALTHY DEVELOPMENTAL","446  26Th St",NULL,"MISCELLANEOUS ASSOC","SERVICES",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA HEALTHY DEVELOPMENTAL","1234  Broadway",NULL,"MISCELLANEOUS ASSOC","SERVICES - EAST",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA HILLCREST FAMILY HEALTH","4094  4Th Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","CENTER",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA IMPERIAL AVENUE FAMILY","2121  Imperial Ave",NULL,"MISCELLANEOUS ASSOC","HEALTH CENTER MH",NULL,"Audrey Merged",NULL
"FAMILY HEALTH CENTERS OF SAN DIEGO INC DBA LA MESA FAMILY COUNSELING","7290  El Cajon Blvd",NULL,"DOCTOR/OSTEOPA/CHIRO","CENTER",NULL,"Audrey Merged",NULL
