,source_file,ein,org_name,org_type,website,phone,tax_year,address_line1,city,state,zip,county,full_address,rev_cy,assets_eoy,principal_name,all_emails,general_emails,misc_staff_emails,website_contact_form,linkedin,instagram,facebook
422,XML/202542389349201254_public.xml,911876988,Mexican Heritage Center,California Nonprofit ,http://morenoinstitute.org/,2099699306,2025,Po Box 77985,Stockton,CA,95267,,"Po Box 77985, Stockton, CA, 95267",,,Nan,hi@example.com,info@morenoinstitute.org,hi@example.com,,,,
423,XML/202511359349308166_public.xml,465696964,Mid-City Community Music,San Diego Nonprofit,MidCityMusic.org,6192007498,2025,4011 Ohio St,San Diego,CA,92104,San Diego County,"4011 Ohio St, San Diego, CA, 92104",980820.0,363339.0,Nan,support@sdcommunitymusic.org,,support@sdcommunitymusic.org,,,,
424,XML/202523169349309222_public.xml,465696964,Mid-City Community Music,San Diego Nonprofit,SDCommunityMusic.org,8587751014,2025,4011 Ohio Street,San Diego,CA,92104,San Diego County,"4011 Ohio Street, San Diego, CA, 92104",271454.0,188130.0,Luke Henning,support@sdcommunitymusic.org,,support@sdcommunitymusic.org,,,,
425,XML/202513109349302141_public.xml,953492413,Mira Mesa Instrumental Music Boosters Corporation,San Diego Nonprofit,https://www.miramesabands.org,8583448289,2025,10606 Camino Ruiz Ste 8 Pmb 111,San Diego,CA,92126,San Diego County,"10606 Camino Ruiz Ste 8 Pmb 111, San Diego, CA, 92126",581441.0,249384.0,Nan,blockie@sandi.net,,blockie@sandi.net,,,,
426,,,Molly'S Angels,California Nonprofit ,http://www.mollysangels.com/,,,433 Soscol Ave Suite B151 ,Seaside,CA,,Napa County,"433 Soscol Ave Suite B151 , Seaside, CA",,,Nan,mollysangels@mollysangels.com,,mollysangels@mollysangels.com,http://www.mollysangels.com/contact ,https://www.linkedin.com/company/molly-s-angels-of-napa-valley,https://www.instagram.com/mollysangels/,https://www.facebook.com/mollysangelsofnapavalley/
427,,,Monterey Peninsula Volunteer Services,California Nonprofit ,http://mpvsbenefitshop.org/,,,Nan,Palo Alto,,,,"Nan, Palo Alto, nan",,,Nan,"marketing@mpvsbenefitshop.org, grants@mpvsbenefitshop.org, membership@mpvsbenefitshop.org, webmaster@mpvsbenefitshop.org",info@mpvsbenefitshop.org,"marketing@mpvsbenefitshop.org, grants@mpvsbenefitshop.org, membership@mpvsbenefitshop.org, webmaster@mpvsbenefitshop.org",http://mpvsbenefitshop.org/contact-us.html ,,,https://www.facebook.com/MPVSBenefitShop/
428,,,Moorpark Friends Of The Library,California Nonprofit ,https://www.mfotl.com/,,,Nan,Fresno,,,,"Nan, Fresno, nan",,,Nan,mfotlibrary@gmail.com,,mfotlibrary@gmail.com,https://www.mfotl.com/contact-us ,,https://www.instagram.com/mfotl/,https://www.facebook.com/Moorparkfriendsofthelibrary/
429,XML/202512519349301821_public.xml,992952763,Moreno Seeds Foundation,California Nonprofit ,https://morenoinstitute.org/,5592692642,2025,1625 E Shaw Ave Ste 155,Fresno,CA,93710,Fresno County,"1625 E Shaw Ave Ste 155, Fresno, CA, 93710",206696.0,138901.0,Nan,hi@example.com,info@morenoinstitute.org,hi@example.com,,,,
430,,,Mountain Homeless Coalition,California Nonprofit ,http://www.mountainhomelesscoalition.com/,,,P. O. Box 9226 ,Sacramento,CA,,,"P. O. Box 9226 , Sacramento, CA",,,Nan,wecare@mtnhomeless.com,,wecare@mtnhomeless.com,https://www.mountainhomelesscoalition.com/contact ,,https://www.instagram.com/mountainhomelesscoalition/,https://www.facebook.com/MountainHomelessCoalition/
431,XML/202513019349301721_public.xml,752971369,Mountain View Sports & Racquet Club,San Diego Nonprofit,www.mvsra.com,6193268122,2025,6401 Skyline Drive,San Diego,CA,92114,San Diego County,"6401 Skyline Drive, San Diego, CA, 92114",260019.0,256391.0,Frances Simpson Lang,mvsratennisclub@gmail.com,,mvsratennisclub@gmail.com,https://www.mvsra.com/contact ,https://www.linkedin.com/company/mvsra/,,
432,XML/202520439349201217_public.xml,141996986,Movement Strategy Center,California Nonprofit ,https://movementstrategy.org/,5104440640,2025,1625 Clay Street,Oakland,CA,94612,Alameda County,"1625 Clay Street, Oakland, CA, 94612",,,Nan,"advancement@movementstrategy.org, simone@movementstrategy.org",,"advancement@movementstrategy.org, simone@movementstrategy.org",https://movementstrategy.org/contact-us/ ,https://www.linkedin.com/company/movement-strategy-center/,https://www.instagram.com/msconthemove/,https://www.facebook.com/MovementStrategyCenter/
433,,,Mr. Holland'S Opus Foundation,California Nonprofit ,https://www.mhopus.org/,,,2550 N Hollywood Way 302 ,Chico,CA,,Los Angeles County,"2550 N Hollywood Way 302 , Chico, CA",,,Nan,"applications@mhopus.org, support@mhopus.org",,"applications@mhopus.org, support@mhopus.org",,,,https://www.facebook.com/fund/TheMrHollandsOpusFoundation
434,XML/202523219349306317_public.xml,260416747,Muttville,California Nonprofit ,https://muttville.org/,4152724172,2025,Po Box 410207,San Francisco,CA,94141,,"Po Box 410207, San Francisco, CA, 94141",10843087.0,63323926.0,Sherri Franklin,"donations@muttville.org, adoptions@muttville.org, volunteer@muttville.org, courtesy-post@muttville.org, registration@muttville.org, events@muttville.org, humaneeducation@muttville.org, plannedgiving@muttville.org, foster@muttville.org, seniorsforseniors@muttville.org, guardian@muttville.org",info@muttville.org,"donations@muttville.org, adoptions@muttville.org, volunteer@muttville.org, courtesy-post@muttville.org, registration@muttville.org, events@muttville.org, humaneeducation@muttville.org, plannedgiving@muttville.org, foster@muttville.org, seniorsforseniors@muttville.org, guardian@muttville.org",https://muttville.org/contact_us ,,https://www.instagram.com/muttvillesf/,https://www.facebook.com/Muttville.Senior.Dog.Rescue
435,XML/202501359349309695_public.xml,953503190,Naiop San Diego Chapter,San Diego Nonprofit,WWW.NAIOPSD.ORG,8585094110,2025,4653 Carmel Mountain Rd Suite 308 A,San Diego,CA,92130,San Diego County,"4653 Carmel Mountain Rd Suite 308 A, San Diego, CA, 92130",498240.0,1270205.0,Gary Katz,"Courtney@naiopsd.org, Karen@naiopsd.org, courtney@naiopsd.org, karen@naiopsd.org",,"Courtney@naiopsd.org, Karen@naiopsd.org, courtney@naiopsd.org, karen@naiopsd.org",https://naiopsd.org/contact/ ,https://www.linkedin.com/in/naiop-san-diego-chapter-70906a5,,https://www.facebook.com/naiopsd
436,XML/202501359349308845_public.xml,330122462,Nami San Diego,San Diego Nonprofit,WWW.NAMISANDIEGO.ORG,8586346580,2025,Po Box 23700,San Diego,CA,92123,San Diego County,"Po Box 23700, San Diego, CA, 92123",15075187.0,7806724.0,Cathryn Nacario,signatureprograms@namisd.org,,signatureprograms@namisd.org,https://namisandiego.org/contact/ ,https://www.linkedin.com/company/nami-san-diego/,https://www.instagram.com/NAMI.San.Diego/,https://www.facebook.com/namisandiego
437,,,Nami San Diego & Imperial Counties,California Nonprofit ,http://www.namisandiego.org/,17072549565,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,signatureprograms@namisd.org,,signatureprograms@namisd.org,https://namisandiego.org/contact/ ,https://www.linkedin.com/company/nami-san-diego/,https://www.instagram.com/NAMI.San.Diego/,https://www.facebook.com/namisandiego
438,XML/202532769349301148_public.xml,942650681,Nami San Mateo County,California Nonprofit ,https://namisanmateo.org/,6506380800,2025,1730 South Amphlett Blvd 308,San Mateo,CA,94402,,"1730 South Amphlett Blvd 308, San Mateo, CA, 94402",1545048.0,903988.0,Nan,"nami@namisanmateo.org, helpline@nami.org, namismc@sbcglobal.net",,"nami@namisanmateo.org, helpline@nami.org, namismc@sbcglobal.net",https://namisanmateo.org/contact ,,https://www.instagram.com/nami_smc/,https://www.facebook.com/namismc/
439,XML/202523009349301022_public.xml,472408605,National Board Of Physicians,San Diego Nonprofit,WWW.NBPAS.ORG,8888614448,2025,4660 La Jolla Village Drive 100,San Diego,CA,92122,San Diego County,"4660 La Jolla Village Drive 100, San Diego, CA, 92122",996001.0,511113.0,Paul Teirstein Md,documents@nbpas.org,info@nbpas.org,documents@nbpas.org,https://www.nbpas.org/pages/contact-us ,https://www.linkedin.com/company/national-board-of-physicians-and-surgeons,https://www.instagram.com/nbpasdocs/,https://www.facebook.com/nationalboardofphysiciansandsurgeons
440,XML/202542029349301534_public.xml,396050508,National Button Society,San Diego Nonprofit,WWW.NATIONALBUTTONSOCIETY.ORG,8584520833,2025,6190 Travers Way,San Diego,CA,92122,San Diego County,"6190 Travers Way, San Diego, CA, 92122",209028.0,617164.0,Marion Nebiker,calendar@nationalbuttonsociety.org,,calendar@nationalbuttonsociety.org,https://nationalbuttonsociety.org/contact/ ,https://www.linkedin.com/company/national-button-society/,https://www.instagram.com/nationalbuttonsociety/,https://www.facebook.com/NationalButtonSociety
441,XML/202501299349304060_public.xml,237172306,National University,San Diego Nonprofit,WWW.NU.EDU,8586428100,2025,9388 Lightwave Avenue,San Diego,CA,92123,San Diego County,"9388 Lightwave Avenue, San Diego, CA, 92123",544171192.0,1238112709.0,Karen Whitney,"dataprotection@nu.edu, optout@nu.edu",,"dataprotection@nu.edu, optout@nu.edu",https://www.nu.edu/contact/ ,https://www.linkedin.com/school/national-university/,https://www.instagram.com/nationaluniversity/,https://www.facebook.com/nationaluniversity
442,XML/202522599349301222_public.xml,953864195,Navy League Of The Us San Diego Council,San Diego Nonprofit,NAVYLEAGUE-SD.COM,6192300301,2025,2115 Park Blvd,San Diego,CA,92101,San Diego County,"2115 Park Blvd, San Diego, CA, 92101",285891.0,468369.0,Sheldon Margolis,"president@navyleague-sd.com, cfo@navyleague-sd.com, scholarships@navyleague-sd.com, vp@navyleague-sd.com, gregory.seepersad@hyatt.com",executivedirector@navyleague-sd.com,"president@navyleague-sd.com, cfo@navyleague-sd.com, scholarships@navyleague-sd.com, vp@navyleague-sd.com, gregory.seepersad@hyatt.com",,https://www.linkedin.com/in/navy-league-san-diego-970499193/,https://www.instagram.com/navyleaguesandiegocouncil/,https://www.facebook.com/Navy-League-San-Diego-Council-110153940545511/?modal=admin_todo_tour
443,XML/202530349349302158_public.xml,951028210,New Car Dealers Association Of San Diego,San Diego Nonprofit,WWW.NCDA.COM,6195500080,2025,10065 Mesa Ridge Court,San Diego,CA,921212916,San Diego County,"10065 Mesa Ridge Court, San Diego, CA, 921212916",979914.0,5504630.0,Scott Webb,ncda@ncda.com,,ncda@ncda.com,https://www.ncda.com/contact/ ,,,
444,XML/202503449349301650_public.xml,330527134,North Shore Girls Softball League,San Diego Nonprofit,https://northshoregirlssoftball.sportngin.com/,,2025,3830 Valley Ctr Dr Ste 705 201,San Diego,CA,92130,San Diego County,"3830 Valley Ctr Dr Ste 705 201, San Diego, CA, 92130",251260.0,157277.0,Stayce Beck,playeragent@nsgsl.com,info@nsgsl.com,playeragent@nsgsl.com,,,https://www.instagram.com/northshoregirlssoftball/&ved=2ahUKEwiEnp2L_L-LAxXxJkQIHRgeO0YQ9zB6BAgrEAc&usg=AOvVaw3rWmqh_XNMOqU92vB24TDT,https://www.facebook.com/northshoregirlssoftball/
445,XML/202540599349300039_public.xml,680349777,Napa Valley Community Foundation,California Nonprofit ,http://www.napavalleycf.org/,7072549565,2025,3299 Claremont Way 4,Napa,CA,94558,Napa County,"3299 Claremont Way 4, Napa, CA, 94558",13543928.0,79717579.0,Terence Mulligan,giving@napavalleycf.org,hello@napavalleycf.org,giving@napavalleycf.org,https://www.napavalleycf.org/contact-us/ ,,https://www.instagram.com/napavalleycf/,https://www.facebook.com/napavalleycommunityfoundation
446,,,"Nar-Anon Family Groups Headquarters, Inc",California Nonprofit ,http://nar-anon.org/,,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan," newsletters@nar-anon.org,  outreach@nar-anon.org,  wso@nar-anon.org,  translations@nar-anon.org,  litcom@nar-anon.org,  webcommittee@nar-anon.org,  budgetandfinance@nar-anon.org, osm@nar-anon.org,  wccommittee@nar-anon.org,  wshrcommittee@nar-anon.org,  narateen@nar-anon.org,  pandgcommittee@nar-anon.org,  wscconference@nar-anon.org, ahou@nar-anon.org, events@nar-anon.org",," newsletters@nar-anon.org,  outreach@nar-anon.org,  wso@nar-anon.org,  translations@nar-anon.org,  litcom@nar-anon.org,  webcommittee@nar-anon.org,  budgetandfinance@nar-anon.org, osm@nar-anon.org,  wccommittee@nar-anon.org,  wshrcommittee@nar-anon.org,  narateen@nar-anon.org,  pandgcommittee@nar-anon.org,  wscconference@nar-anon.org, ahou@nar-anon.org, events@nar-anon.org",,,,
447,XML/202512899349301646_public.xml,943162871,Narika,California Nonprofit ,http://www.narika.org/,5104446068,2025,Po Box 1708,Fremont,CA,94538,,"Po Box 1708, Fremont, CA, 94538",1568402.0,2263128.0,Sanjay Singh,board@narika.org,,board@narika.org,http://www.narika.org/contact ,, https://www.instagram.com/narikabayarea/?hl=en  ,https://www.facebook.com/NarikaBayArea/
448,,,National Alliance On Mental Illness South Bay (South Bay Alliance On Mental Illness),California Nonprofit ,http://www.namisouthbay.org/,,,1652 10Th Street ,Nan,CA,,Los Angeles County,"1652 10Th Street , Nan, CA",,,Nan,"hope@namiglac.org, helpline@nami.org, pstans5@aol.com",,"hope@namiglac.org, helpline@nami.org, pstans5@aol.com",https://namisouthbay.org/contact/ ,https://www.linkedin.com/company/namisouthbay/,https://www.instagram.com/nami.southbay/,https://www.facebook.com/NamiSouthBay/
449,XML/202521979349301517_public.xml,521210536,National Center For Employee Ownership,California Nonprofit ,https://www.nceo.org/,5102081318,2025,440 N Barranca Ave 3554,Covina,CA,91723,,"440 N Barranca Ave 3554, Covina, CA, 91723",5275433.0,4341477.0,Loren Rodgers,customerservice@nceo.org,,customerservice@nceo.org,https://www.nceo.org/contact-us ,https://www.linkedin.com/company/the-national-center-for-employee-ownership-nceo-,,https://www.facebook.com/theNCEO/
450,XML/202502069349301235_public.xml,942506933,National Center For Youth Law,California Nonprofit ,https://youthlaw.org/,5108358098,2025,1212 Broadway 600,Oakland,CA,94612,,"1212 Broadway 600, Oakland, CA, 94612",18263729.0,22780127.0,Shakti Belway,wjacobson@youthlaw.org,info@youthlaw.org,wjacobson@youthlaw.org,https://youthlaw.org/contact-us/ ,,,
451,XML/202513109349303116_public.xml,200538863,National Foundation For Autism Research,San Diego Nonprofit,www.nfar.org,8586798800,2025,Po Box 502177,San Diego,CA,92150,San Diego County,"Po Box 502177, San Diego, CA, 92150",2075570.0,2487868.0,Juan F Leon,maya@NFAR.org,,maya@NFAR.org,https://nfar.org/contact-us/ ,https://www.linkedin.com/company/national-foundation-for-autism-research/,https://www.instagram.com/nfarorg/,https://www.facebook.com/235861035283_1369298071900239
452,,,National Housing Law Project,California Nonprofit ,http://www.nhlp.org/,9163464277,,90 New Montgomery Street Suite 1015 ,Pasadena,CA,,San Francisco County,"90 New Montgomery Street Suite 1015 , Pasadena, CA",,,Nan,"NHLP@NHLP.org, press@nhlp.org",,"NHLP@NHLP.org, press@nhlp.org",https://www.nhlp.org/about/contact/ ,https://www.linkedin.com/company/national-housing-law-project/?viewAsMember=true,,https://www.facebook.com/nationalhlp
453,,,New Beginnings Counseling Center,California Nonprofit ,https://sbnbcc.org/,,,530 E. Montecito St. Ste 101 ,Berkeley,CA,,Santa Barbara County,"530 E. Montecito St. Ste 101 , Berkeley, CA",,,Nan,safeparking@sbnbcc.org,,safeparking@sbnbcc.org,https://sbnbcc.org/contact/ ,https://www.linkedin.com/company/santa-barbara-new-beginnings-counseling-center/,https://www.instagram.com/newbeginnings_nonprofit/?utm_source=ig_embed&utm_campaign=loading,https://www.facebook.com/NewBeginningsCounselingCenter
454,XML/202533189349309058_public.xml,843898853,New Literary Project,California Nonprofit ,http://www.simpsonliteraryproject.org/,5109190970,2025,4100 Redwood Road 20-424,Oakland,CA,94619,Alameda County,"4100 Redwood Road 20-424, Oakland, CA, 94619",441383.0,296650.0,Diane Del Signore,diane@newliteraryproject.org,,diane@newliteraryproject.org,,https://www.linkedin.com/company/new-literary-project,https://www.instagram.com/newliteraryproject/,https://www.facebook.com/NewLiteraryProject
455,XML/202443559349301574_public.xml,942420708,Next Door Solutions To Domestic Violence,California Nonprofit ,https://www.nextdoorsolutions.org/,4085017550,2025,234 East Gish Road Suite 200,San Jose,CA,95112,Santa Clara County,"234 East Gish Road Suite 200, San Jose, CA, 95112",4451135.0,3572549.0,Colsaria Henderson,"development@nextdoor.org, volunteer@nextdoor.org",info@nextdoor.org,"development@nextdoor.org, volunteer@nextdoor.org",https://www.nextdoorsolutions.org/contact/ ,https://www.linkedin.com/company/965966,https://www.instagram.com/next_door_solutions/,https://www.facebook.com/NextDoorSolutions/
456,XML/202520229349200502_public.xml,274564722,No Time To Waste,California Nonprofit ,http://www.notimetowaste.live/,,2025,2237 Cheryl Way,San Jose,CA,951253913,Santa Clara County,"2237 Cheryl Way, San Jose, CA, 951253913",,,Nan,notime2waste.food@gmail.com,,notime2waste.food@gmail.com,http://www.notimetowaste.live/contact ,https://www.linkedin.com/in/paul-dimarco-284004b7/,https://www.instagram.com/notimetowaste_food/,https://www.facebook.com/NTTWfood/
457,,,Nonprofit Incubator Of Southern Marin,California Nonprofit ,http://www.npimarin.org/,,,Nan,Sacramento,,,,"Nan, Sacramento, nan",,,Nan,kristen@npimarin.org,,kristen@npimarin.org,,,,
458,XML/202542879349301254_public.xml,770392584,Norcal Golden Retriever Rescue,California Nonprofit ,https://ngrr.org/,6506650964,2025,405 El Camino Real 420,Menlo Park,CA,94025,San Mateo County,"405 El Camino Real 420, Menlo Park, CA, 94025",753523.0,4766393.0,Ellen Fenichel,donations@ngrr.org,info@ngrr.org,donations@ngrr.org,,,https://www.instagram.com/norcalgoldenretriever_rescue,https://www.facebook.com/ncgrr/
459,XML/202522659349301277_public.xml,61672191,North Valley Animal Disaster Group,California Nonprofit ,http://www.nvadg.org/,5308950000,2025,Po Box 441,Chico,CA,95927,Butte County,"Po Box 441, Chico, CA, 95927",640191.0,4637378.0,Garrett Needles,"treasurer@nvadg.org, volunteer@nvadg.org, webmaster@nvadg.org, president@nvadg.org, owcn@nvadg.org",info@nvadg.org,"treasurer@nvadg.org, volunteer@nvadg.org, webmaster@nvadg.org, president@nvadg.org, owcn@nvadg.org",https://www.nvadg.org/contact/ ,,https://www.instagram.com/nvadg_chico/,https://www.facebook.com/nvadg
460,,,Nourish Madagascar,California Nonprofit ,http://www.nourishmada.org/,,,346 Redondo Ave. ,San Francisco,CA,,Los Angeles County,"346 Redondo Ave. , San Francisco, CA",,,Nan,paul@nourishmada.orgsubject=Partnership,,paul@nourishmada.orgsubject=Partnership,,,,
461,XML/202523189349314447_public.xml,941179438,Novato Chamber Of Commerce,California Nonprofit ,http://www.novatochamber.com/,4158971164,2025,807 Delong Avenue,Novato,CA,949457016,Marin County,"807 Delong Avenue, Novato, CA, 949457016",596348.0,340392.0,Seth Shorett,"kimstahley@novatochamber.com, christina@novatochamber.com, kim@novatochamber.com",,"kimstahley@novatochamber.com, christina@novatochamber.com, kim@novatochamber.com",,https://www.linkedin.com/in/novatochamber/,https://www.instagram.com/novatochamber/,https://www.facebook.com/NovatoChamber
462,XML/202531139349300748_public.xml,812797287,Nxt Art Foundation Inc,California Nonprofit ,https://nowartpublic.com/,3104065055,2025,106 1/2 Judge John Aiso 314,Los Angeles,CA,90012,Los Angeles County,"106 1/2 Judge John Aiso 314, Los Angeles, CA, 90012",759285.0,121563.0,Carmen Mackinlay,"press@nowartpublic.com, murals@nowartpublic.com","info@nowartpublic.com, info@nowartla.org","press@nowartpublic.com, murals@nowartpublic.com",https://nowartpublic.com/contact/ ,https://www.linkedin.com/company/nowartla,https://www.instagram.com/nowart_la/,https://www.facebook.com/nowartla
463,XML/202501349349301105_public.xml,272167263,Ocean Ecology Network Inc,San Diego Nonprofit,WWW.OCEANECOLOGY.ORG,8582201256,2025,3672 Jackdaw Street,San Diego,CA,92103,San Diego County,"3672 Jackdaw Street, San Diego, CA, 92103",200178.0,27642.0,Manjula Tiwari,"john.dutton@oceanecology.org, catalina.reyes@oceanecology.org, manjula.tiwari@oceanecology.org",,"john.dutton@oceanecology.org, catalina.reyes@oceanecology.org, manjula.tiwari@oceanecology.org",,,,
464,XML/202502729349301330_public.xml,951543396,Old Globe Theatre,San Diego Nonprofit,WWW.THEOLDGLOBE.ORG,6192311941,2025,Po Box 122171,San Diego,CA,921122171,San Diego County,"Po Box 122171, San Diego, CA, 921122171",33161559.0,69563987.0,Tim Shields,tickets@TheOldGlobe.org,info@theoldglobe.org,tickets@TheOldGlobe.org,,,https://www.instagram.com/theoldglobe/,https://www.facebook.com/TheOldGlobe/
465,XML/202500729349300200_public.xml,812152343,Open Mobile Alliance,San Diego Nonprofit,WWW.OMASPECWORKS.ORG,8586230742,2025,2907 Shelter Island Dr Ste 105-273,San Diego,CA,92106,San Diego County,"2907 Shelter Island Dr Ste 105-273, San Diego, CA, 92106",185442.0,1938508.0,Seth Newberry,"helpdesk@omaorg.org, membership@omaorg.org",,"helpdesk@omaorg.org, membership@omaorg.org",,http://www.linkedin.com/company/52819?trk=tyah,,
466,,,Opica Adult Day Care Center,California Nonprofit ,http://www.opica.org/,,,11759 Missouri Ave ,San Diego,CA,,Los Angeles County,"11759 Missouri Ave , San Diego, CA",,,Nan,"sara@opica.org, diane@opica.org, saira@opica.org, cheryl@opica.org,  lisa@opica.org, pam@opica.org, mary@opica.org",,"sara@opica.org, diane@opica.org, saira@opica.org, cheryl@opica.org,  lisa@opica.org, pam@opica.org, mary@opica.org",https://www.opica.org/contact-us/ ,,,
467,XML/202512619349302056_public.xml,264832772,Outside The Lens,San Diego Nonprofit,WWW.OUTSIDETHELENS.ORG,8583497578,2025,125 14Th Street,San Diego,CA,92101,San Diego County,"125 14Th Street, San Diego, CA, 92101",2630374.0,1679924.0,Sarah Beckman,mediamakers@outsidethelens.org,info@outsidethelens.org,mediamakers@outsidethelens.org,https://www.outsidethelens.org/contact/ ,https://www.linkedin.com/company/outside-the-lens/,https://www.instagram.com/outsidethelens,https://www.facebook.com/OutsideTheLens
468,,,"Oak Park Preschool, Inc",California Nonprofit ,http://www.oakparkpreschoolinc.org/,,,Po Box 5511 ,Oakland,CA,,Sacramento County,"Po Box 5511 , Oakland, CA",,,Nan,oakparkpreschoolin@att.net,,oakparkpreschoolin@att.net,,,,
469,XML/202520969349301107_public.xml,770324522,Old English Sheepdog Rescue Of Southern California,California Nonprofit ,http://www.oesrescue.com/,3103923366,2025,820 Wilson Place,Santa Monica,CA,90405,,"820 Wilson Place, Santa Monica, CA, 90405",66084.0,606359.0,Jane Dempsey,oesr@earthlink.net,,oesr@earthlink.net,https://oesrescue.com/contact-old-english-sheepdog-rescue-non-profit-los-angeles/ ,,,https://www.facebook.com/profile.php?id=61561005821044
470,XML/202511339349307526_public.xml,274362839,Old Town Academy,San Diego Nonprofit,www.oldtownacademy.org,,2025,2120 San Diego Ave,San Diego,CA,92110,San Diego County,"2120 San Diego Ave, San Diego, CA, 92110",3652295.0,2635610.0,Nan,"attendance@oldtownacademy.org, mdowell@oldtownacademy.org",,"attendance@oldtownacademy.org, mdowell@oldtownacademy.org",,,https://www.instagram.com/oldtownacademy/,
471,,,Old Town Artisan Studios,California Nonprofit ,http://www.oldtownartisanstudios.org/,,,Nan,Newhall,,,,"Nan, Newhall, nan",,,Nan,"roccie@oldtownartisanstudios.org, Andy@oldtownartisanstudios.org, kennan@oldtownartisanstudios.org, wendy@oldtownartisanstudios.org, Peggy@oldtownartisanstudios.org, aprudencio@oldtownartisanstudios.org, Colby@oldtownartisanstudios.org, angel@oldtownartisanstudios.org","admin@oldtownartisanstudios.org, info@oldtownartisanstudios.org","roccie@oldtownartisanstudios.org, Andy@oldtownartisanstudios.org, kennan@oldtownartisanstudios.org, wendy@oldtownartisanstudios.org, Peggy@oldtownartisanstudios.org, aprudencio@oldtownartisanstudios.org, Colby@oldtownartisanstudios.org, angel@oldtownartisanstudios.org",https://oldtownartisanstudios.org/contact/ ,,https://www.instagram.com/oldtownartisanstudios/,https://www.facebook.com/OldTownArtisanStudio
472,XML/202531979349300328_public.xml,953221061,Open Paths Counseling Center,California Nonprofit ,http://www.openpaths.org/,3102589737,2025,301 N Prairie Ave Ste 510,Inglewood,CA,90301,Los Angeles County,"301 N Prairie Ave Ste 510, Inglewood, CA, 90301",1508043.0,1845500.0,Sierra Smith,inquiry@openpaths.org,,inquiry@openpaths.org,,,https://www.instagram.com/openpathsla/,https://www.facebook.com/OpenPathsLA
473,XML/202530629349300203_public.xml,463142361,Opera Neo,San Diego Nonprofit,operaneo.com,,2025,5325 Toscana Way Apt 6311,San Diego,CA,921225319,San Diego County,"5325 Toscana Way Apt 6311, San Diego, CA, 921225319",796219.0,46140.0,Kelley Hart,auditions@operaneo.com,"admin@operaneo.comsubject=Website Inquiry, admin@operaneo.comsubject=Contact Us - Website Inquiry",auditions@operaneo.com,,,https://www.instagram.com/opera.neo,https://www.facebook.com/operaneo/
474,,,Ore-Cal Resource Conservation And Development Area Council,California Nonprofit ,https://www.orecalrcdc.org/,,,Nan,Nan,,,,"Nan, Nan, nan",,,Nan,orecalrcanddc@gmail.com,,orecalrcanddc@gmail.com,https://www.orecalrcdc.org/contact/ ,,,https://www.facebook.com/OreCal.R.C.and.D/
475,,,"Orenda Veterans Project, Inc.",California Nonprofit ,https://orendavets.org/,,,Nan,West Hills,,,,"Nan, West Hills, nan",,,Nan,"ramonaev@orendavets.org, aweinke@orendavets.org",info@orendavets.org,"ramonaev@orendavets.org, aweinke@orendavets.org",https://orendavets.org/contact/ ,https://www.linkedin.com/company/73006824/admin/,,https://www.facebook.com/OrendaVets
476,,,Our City Forest,California Nonprofit ,http://www.ourcityforest.org/,,,1195 Clark Street ,Nan,CA,,Santa Clara County,"1195 Clark Street , Nan, CA",,,Nan,"outreach@ourcityforest.org, treenursery@ourcityforest.org, treecare@ourcityforest.org",,"outreach@ourcityforest.org, treenursery@ourcityforest.org, treecare@ourcityforest.org",http://www.ourcityforest.org/contact ,,https://www.instagram.com/ourcityforest,
477,XML/202541779349300229_public.xml,943261786,Our Family Coalition,California Nonprofit ,https://ourfamily.org/,4159811960,2025,1385 Mission Street Suite 330,San Francisco,CA,94103,San Francisco County,"1385 Mission Street Suite 330, San Francisco, CA, 94103",753724.0,569966.0,Mimi Demissew,education@ourfamily.org,info@ourfamily.org,education@ourfamily.org,https://ourfamily.org/contact-us/ ,,https://www.instagram.com/ofcoalition/,https://www.facebook.com/ourfamilycoalition
478,XML/202543189349305389_public.xml,952925410,Pacific Beach Tennis Club,San Diego Nonprofit,pbtennis.com,8582739177,2025,2639 Grand Avenue,San Diego,CA,92109,San Diego County,"2639 Grand Avenue, San Diego, CA, 92109",437880.0,207601.0,Nan,manager@pbtennis.com,,manager@pbtennis.com,,,http://www.instagram.com/pb_tennisclub,https://www.facebook.com/PBTennisClub
479,XML/202521759349301237_public.xml,330650131,Pacific Ridge Neighborhood Homeowners Association,San Diego Nonprofit,www.pacificridgehoa.com,8587691453,2025,9350 Waxie Way,San Diego,CA,92123,San Diego County,"9350 Waxie Way, San Diego, CA, 92123",490692.0,920090.0,James Mccormick,//customercare@seabreezemgmt.com,,//customercare@seabreezemgmt.com,https://www.pacificridgehoa.com/contact.php ,,,
480,XML/202543049349302694_public.xml,812350619,Padres Foundation,San Diego Nonprofit,WWW.MLB.COM/PADRES/COMMUNITY/PADRES-FOUNDATION,6197955000,2025,100 Park Blvd,San Diego,CA,92101,San Diego County,"100 Park Blvd, San Diego, CA, 92101",4440958.0,9216556.0,Tom Seidler,"groupsales@padres.com, tickets@padres.com, newmemberships@padres.com, suites@padres.com, comments@padres.com",,"groupsales@padres.com, tickets@padres.com, newmemberships@padres.com, suites@padres.com, comments@padres.com",,https://www.linkedin.com/company/sandiegopadres,https://www.instagram.com/padres,https://www.facebook.com/Padres
