EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
451559870,PRAISE AND GLORY,,7251 PETER PAN AVE,SAN DIEGO,CA,92114-5926,0,3,3,1000,201703,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P60,
451589323,CALIFORNIA LABRADORS RETRIEVERS AND MORE RESCUE,% DEBBIE CUMMINGS,27745 N LAKE WOHLFORD RD,VALLEY CENTER,CA,92082-6736,0,3,3,1000,201109,1,15,0,1,1,202412.0,4,6,1,0,12,493036.0,1046415.0,1046415.0,D20,
451592900,POWAY VALLEY THERAPEUTIC RIDING CENTER,% MURRAY BANKHEAD,13943 POWAY VALLEY RD,POWAY,CA,92064-3061,0,3,3,1000,201108,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,P80,
451607029,LA MESA FIREFIGHTERS LOCAL 4759,% MATTHEW KIRK,8034 ALLISON AVE,LA MESA,CA,91942-6531,0,5,3,3000,201910,2,0,263000000,1,1,202412.0,3,4,1,0,12,25713.0,105070.0,105070.0,J40,L4759 HEARTLAND FIRE FIGHTERS OF LA
451607475,BOLDLY CREATING LIFE FOUNDATION,% GLADYS JIMENEZ,243 S ESCONDIDO BLVD 710,ESCONDIDO,CA,92025-4116,0,3,3,1000,201105,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,B90,
451626633,BAHAAR FOUNDATION INC,% OMED HABIB,1111 6TH AVE STE 550 PMB 89582,SAN DIEGO,CA,92101-5211,0,3,3,1200,201612,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,Q33,
451672990,APOSTOLIC ASSEMBLY OF THE FAITH IN CHRIST JESUS,% RAFAEL DE LA MORA,1819 ENGLEWOOD DR,LEMON GROVE,CA,91945-4207,0,3,3,7000,201108,1,10,0,1,1,,0,0,6,0,12,,,,X20,
451678535,GREATER SAN DIEGO BANGLADESH ASSOCIATION,% ZUBAIR NOMAN,13174 POLVERA AVE,SAN DIEGO,CA,92128-1146,0,3,3,1200,201106,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A23,
451744306,MODERN WOODMEN OF AMERICA,% L GONZALES-BELTRAN,34061 SHOCKEY TRUCK TRL,CAMPO,CA,91906-3251,1519,8,9,1000,196105,1,0,211902602,5,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,,11484
451748099,SISTERS BY HEART,% AMY BENNETT,PO BOX 599,VALLEY CENTER,CA,92082-0599,0,3,3,1000,201108,1,15,0,1,1,202412.0,4,3,1,0,12,143716.0,64518.0,64518.0,G80,
451767984,JACUMBA-BOULEVARD REVITALIZATION ALLIANCE,% HOWARD W COOK,43577 OLD HIGHWAY 80,JACUMBA,CA,91934-2211,0,3,3,1000,201108,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,S01,
451778945,GRACIA Y PAZ COVENANT CHURCH CHULA VISTA CA,% JORGE L GARCIA,2127 OLYMPIC PKWY STE 1006,CHULA VISTA,CA,91915-1361,2650,3,9,7000,197507,1,10,0,5,1,,0,0,6,0,1,,,,,
451812178,CHULA VISTA POLICE HISTORICAL FOUNDATION INC,% JOHN R TURNER,415 FOURTH AVENUE,CHULA VISTA,CA,91910-4431,0,3,3,1000,201107,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,T30,
451846598,MINISTERIOS VINA INC,,336 TROUSDALE DR,CHULA VISTA,CA,91910-1016,0,3,3,7000,201301,1,10,0,1,1,,0,0,6,0,12,,,,X20,
452038760,ENCORE VOCAL ENSEMBLE OF SAN DIEGO INC,% KRYSTLE HART,1286 UNIVERSITY AVE STE 841,SAN DIEGO,CA,92103-3312,0,3,3,1000,201208,1,15,0,1,1,202412.0,3,3,1,0,12,71763.0,78445.0,78445.0,A6B,
452038868,KAVOD CHARTER SCHOOL,% TAMAR CASPI SHNAIL,6991 BALBOA AVE,SAN DIEGO,CA,92111-3447,0,3,3,2000,201311,1,11,0,1,1,202406.0,6,7,1,0,6,2527381.0,5569049.0,5569049.0,B24,
452051374,IGLESIA MARANATHA INC,,3278 HIDDEN ESTATE LN,ESCONDIDO,CA,92027-4542,0,3,3,7000,201501,1,10,0,1,1,,0,0,6,0,12,,,,X20,
452054893,SAN DIEGO REGIONAL HOME CARE COUNCIL,% R MARCUS GRAY,3665 RUFFIN RD STE 202,SAN DIEGO,CA,92123-1882,0,6,3,3000,201204,2,0,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,L01,NONE
452060520,SAN DIEGO THERAPY CENTER INC,,2271 ALPINE BLVD STE A,ALPINE,CA,91901-1101,0,3,3,1000,201204,1,16,0,1,1,202412.0,4,6,1,0,12,167344.0,1061212.0,1061212.0,F60,
452068094,HUNGER 2 HELP INC,% MICHAEL JOHNSON,3098 RUE DORLEANS UNIT 307,SAN DIEGO,CA,92110-5912,0,3,3,1000,202301,1,15,0,1,1,202412.0,3,3,2,0,12,28521.0,41037.0,41037.0,P99,
452072183,WOMENS WINE ALLIANCE,% SUZANNE FRONTZ,6720 HIBISCUS DR,LEMON GROVE,CA,91945-1316,0,3,3,1200,201410,1,16,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,K03,
452072258,RAMONA REBELS ELITE INC,% CARRIE BRYANT,24721 ZANJA PL,RAMONA,CA,92065-4660,0,3,3,2000,201108,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,N60,
452079479,SAN DIEGO ALUMNAE PANHELLENIC SCHOLARSHIP FUND,% KARRI MCPHERSON,2647 GATEWAY ROAD STE 105226,CARLSBAD,CA,92009-1755,0,3,3,1200,201203,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B82,
452102849,LA JOLLA VOLLEYBALL INC,% TIM G AUSTGEN CPA APC,6845 VIA VALVERDE,LA JOLLA,CA,92037-5641,0,3,3,1500,201701,1,16,0,1,1,202409.0,3,4,1,0,9,90564.0,405973.0,405973.0,N50,
452155334,SCRIPPS ACADEMIC CLUB,% BRYCE INMAN,7988 CAMINO KIOSCO,SAN DIEGO,CA,92122-1818,0,7,3,1000,201408,2,0,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,W99,
452205122,PATERNAL OPPORTUNITIES PROGRAMS & SERVICES,,3878 OLD TOWN AVE,SAN DIEGO,CA,92110-3023,0,3,3,1000,202402,1,4,0,1,1,,0,0,0,1,12,,,,P20,
452210161,BIOMEDICAL RESEARCH INSTITUTE OF SOUTHERN CALIFORNIA,% SALLY SARAWAR,4225H OCEANSIDE BLVD SUITE 273,OCEANSIDE,CA,92056-3471,0,3,3,8200,201203,1,15,0,1,1,202412.0,3,4,1,0,12,55641.0,141627.0,141627.0,H92,
452285915,CORONADO TOURISM IMPROVEMENT DISTRICT,% TODD LITTLE,PO BOX 180245,CORONADO,CA,92178-0245,0,6,3,1000,201108,2,0,0,1,1,202506.0,6,6,1,0,6,2177695.0,1893408.0,1893408.0,S41,
452298835,CALIFORNIA GARDEN CLUBS INC,% JAY KLOPFENSTEIN,3060 BLENKARNE DR,CARLSBAD,CA,92008-1116,5358,3,9,1200,196910,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,C42,CARLSBAD COMMUNITY GARDENS COLLABOR
452305329,SAN DIEGO INNOVATION MUSEUM,% BRENT JACOBS,4747 EXECUTIVE DR,SAN DIEGO,CA,92121-3095,0,3,3,1000,201312,1,15,0,1,1,,0,0,0,0,12,,,,A50,
452321105,HOME OWNERSHIP MINORITY EXPRESS,% CHERYL KYLER,256 TEROL CT,SAN DIEGO,CA,92114-4244,0,3,3,2000,201409,1,15,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,L30,
452323183,PILLARS OF THE COMMUNITY,% PAUL ALEXANDER,6431 IMPERIAL AVE,SAN DIEGO,CA,92114-4216,0,3,3,1000,201207,1,15,0,1,1,202412.0,6,6,1,0,12,1045373.0,1442025.0,1441973.0,P24,
452356604,MACRAE FOUNDATION,% CATHRYN A MACRAE,PO BOX 3711,RCHO SANTA FE,CA,92067-3711,0,3,3,1000,201206,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,H12,
452406566,ISRAEL RESTORATION MINISTRIES,% ERICA MONTANO,PO BOX 711330,SANTEE,CA,92072-1330,0,3,3,1000,201309,1,4,0,1,1,202412.0,6,6,0,1,12,2963037.0,3027633.0,,X20,
452418654,FAMILY SERVICES OF EAST COUNTY,% DEBORAH SELLERS,2002 CREST DR,EL CAJON,CA,92021-4308,0,3,3,1200,201107,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P40,DBA ABOUT-FACE EQUINE ASSISTED THPY
452425395,GUAJOME LEARNING CENTERS,% BOB HAMPTON,6401 LINDA VISTA ROAD ROOM 607,SAN DIEGO,CA,92111-7319,0,3,3,2000,201304,1,11,0,1,1,202406.0,6,6,1,0,6,1230002.0,1064940.0,1064940.0,B29,
452430106,ROTARY INTERNATIONAL,% GARY SZYTEL,PO BOX 561,ESCONDIDO,CA,92033-0561,573,4,9,3000,194209,2,0,520349200,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,ESCONDIDO AFTER FIVE ROTARY CLUB
452441587,CENTER FOR ELECTROSMOG PREVENTION,% SUSAN BRINCHMAN,PO BOX 655,LA MESA,CA,91944-0655,0,3,3,1000,201501,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,C20,
452444163,SAN DIEGO ENTREPRENEURS EXCHANGE,% SCOTT THACHER,6055 LUSK BLVD,SAN DIEGO,CA,92121-2700,0,3,3,2000,201201,1,16,0,1,1,202412.0,3,3,1,0,12,65662.0,50751.0,50751.0,S30,
452456625,SING YOUR SONG INC,% JULIA M QUERIN,PO BOX 270876,SAN DIEGO,CA,92198-2876,0,3,3,1000,201109,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A65,SING YOUR SONG
452463234,GROUP RELATIONS INTERNATIONAL,% RENE MOLENKAMP,4323 SANTA MONICA AVE,SAN DIEGO,CA,92107-2930,0,3,3,1200,201312,1,15,0,1,1,202412.0,4,3,2,0,12,114379.0,46359.0,46359.0,S20,
452470537,AFRICAN YOUTH BASKETBALL ORGANIZATION,% KWAKU AMOAKU,30624 ROLLING HILLS DR,VALLEY CENTER,CA,92082-3351,0,3,3,1000,201307,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,O50,
452474824,CALIFORNIA ASSOCIATION FOR NURSE PRACTITIONERS SAN DIEGO NORTH CHAP,% SAMANTHA GAMBLES FARR,3523 DEL MAR HEIGHTS RD BOX 421,SAN DIEGO,CA,92130-0000,0,4,3,1000,201111,2,0,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,S46,
452476008,GRUPO UNIDAD AGUA DE LA ROCA INC,,401 SANIBELLE CIRCLE,CHULA VISTA,CA,91910-7544,0,3,3,7000,201706,1,10,0,1,1,202212.0,1,3,6,0,12,7686.0,34670.0,34670.0,,
452491873,SAN DIEGO CHINESE ASSOCIATION FOR SCIENCE AND TECHNOLOGY,% JUNYING ZHOU,PO BOX 503296,SAN DIEGO,CA,92150-3296,0,3,3,1000,201302,1,15,0,1,1,202509.0,0,0,2,0,9,0.0,0.0,0.0,S30,
452499438,MIRAGLO FOUNDATION,,PO BOX 1270,LA JOLLA,CA,92038-1270,0,3,3,2100,201109,1,15,0,1,1,202412.0,5,5,1,0,12,914068.0,926291.0,925764.0,E60,
452499705,CYT SAN DIEGO,% ANJANETTE MARAYA-RAMEY,8805 N MAGNOLIA AVE,SANTEE,CA,92071-4526,0,3,3,1200,201309,1,16,0,1,1,202412.0,5,5,1,0,12,756821.0,894421.0,683960.0,A65,
452506666,FAITH WARRIOR MINISTRY,% DAVE TOWNSEND,PO BOX 999,BONSALL,CA,92003-0999,0,3,3,1000,201109,1,15,0,1,1,202412.0,4,4,1,0,12,298603.0,227605.0,227605.0,X21,
452510940,SUCCESS THROUGH ACADEMICS AND ROLE MODELS,,1893 LAUREL RD,OCEANSIDE,CA,92054-6165,0,3,3,1000,201604,1,15,0,1,1,202412.0,3,4,1,0,12,80880.0,410603.0,410603.0,O50,STAARS
452518587,SAN DIEGO COUNTY VARMINT CALLERS,% ROBERT WILLIAMS,PO BOX 713186,SANTEE,CA,92072-3186,0,7,3,1000,201110,2,0,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,N50,
452521105,SPAY MEXICO INC,% CRAIG NEILSON,1102 MARINE VIEW DR,VISTA,CA,92081-7533,0,3,3,1000,201202,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,
452522456,SAN DIEGO DEMENTIA CONSORTIUM,% GILBERT J HO,PO BOX 5010,RCHO SANTA FE,CA,92067-5010,0,3,3,2000,201109,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,G83,
452530001,MC FARMER INC,,12252 PEPPER TREE LN,POWAY,CA,92064-6155,0,3,3,1000,202205,1,16,0,1,1,202312.0,4,4,2,0,12,101605.0,158580.0,0.0,W12,
452534861,HOLD FAST TO DREAMS,% DEBBIE CHOU,PO BOX 210211,CHULA VISTA,CA,91921-0211,0,3,3,2000,201201,1,15,0,5,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,P51,
452555259,LA COLONIA DE EDEN GARDENS INC,% MANUEL F AGUILAR JR,PO BOX 565,SOLANA BEACH,CA,92075-0565,0,3,3,1000,201108,1,15,0,1,1,202412.0,1,3,1,0,12,5999.0,86790.0,86790.0,I21,
452565962,SOCIETY FOR MANAGEMENT INFORMATION SYSTEMS,% BOB COHEN,3830 VALLEY CENTRE DR 705-523,SAN DIEGO,CA,92130-3307,3701,6,9,2000,200101,0,0,0,1,1,202412.0,4,4,1,0,12,155781.0,180767.0,180767.0,S41,SAN DIEGO CHAPTER
452568501,CIGAR GROTTO GIVES BACK,,5192 VIA MINDANAO,OCEANSIDE,CA,92057-2608,0,3,3,1000,201408,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,T11,
452571169,CHULA VISTA HIGH SCHOOL FOUNDATION,% GARY CHAPMAN,937 KITTIWAKE LN,CHULA VISTA,CA,91911-1714,0,3,3,1000,201111,1,15,0,1,1,202506.0,4,3,1,0,6,127350.0,89353.0,78359.0,B112,
452575404,CT PROJECT INC,% JAMES PAHL,12424 FILERA RD,SAN DIEGO,CA,92128-3113,0,3,3,1000,201202,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,C60,
452582683,SAN DIEGO JEWISH EXPERIENCE INC,,8946 LA JOLLA SCENIC DR N,LA JOLLA,CA,92037-1609,0,3,3,7000,201308,1,10,0,1,1,,0,0,6,0,12,,,,X30,
452606293,STAND FOR COURAGE FOUNDATION,% NICOLE JON SIEVERS,1640 EL CAMINO DEL TEATRO,LA JOLLA,CA,92037-6338,0,3,3,1000,201205,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,O50,
452609877,SAN DIEGO VIRTUAL SCHOOL,% BRENNAN MCLAUGHLIN,600 W BROADWAY STE 230,SAN DIEGO,CA,92101-3359,0,3,3,2000,201209,1,16,0,1,1,202406.0,7,7,1,0,6,5806392.0,8303821.0,8303821.0,B29,
452622715,LAC HONG VIETNAMESE LANGUAGE AND CULTURAL CENTER,% DUNG VAN HUYNH,PO BOX 262274,SAN DIEGO,CA,92196-2274,0,3,3,1000,201109,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P84,
452627922,GOOD DOG AUTISM COMPANIONS,% LAURA SYLVESTER,855 S MAIN AVE STE K PMB 162,FALLBROOK,CA,92028-3351,0,3,3,1000,201110,1,15,0,1,1,202412.0,3,4,1,0,12,38547.0,120425.0,120425.0,P86,
452632827,HOUSE OF ITALY SAN DIEGO,% CAROL GRATZKE,13045 CAMINITO POINTE DEL MAR,DEL MAR,CA,92014-3854,0,3,3,1000,201203,1,16,0,1,1,202509.0,0,0,2,0,9,0.0,0.0,0.0,A23,
452654926,FRIENDS OF COAST WALK TRAIL,% PAUL TEIRSTEIN,1515 COAST WALK,LA JOLLA,CA,92037-3731,0,3,3,1000,201109,1,15,0,1,1,202412.0,4,4,1,0,12,101388.0,125915.0,125915.0,N32,
452655955,SAN DIEGO ELI7E FUTBOL CLUB,% JOSE GOMEZ,1393 STONEY SPRING CT,CHULA VISTA,CA,91913-2813,0,3,3,1000,202007,1,16,0,1,1,202503.0,5,5,1,0,3,524935.0,995749.0,799073.0,N64,
452697800,CENTER FOR HOPE AND STRENGTH INC,% DIANE LASS,PO BOX 6790,SAN DIEGO,CA,92166-0790,0,3,3,1000,201304,1,15,0,1,1,202412.0,4,4,1,0,12,272072.0,142949.0,142949.0,P62,
452706922,EZRA MINISTRIES,% AMY YORDT,825 CARLSBAD VILLAGE DR,CARLSBAD,CA,92008-2319,0,3,3,7000,201201,1,10,0,1,1,,0,0,6,0,12,,,,X20,
452715819,CHURCH OF YESHUA HA MASHIACH INC,,1622 CORONADO AVE,SPRING VALLEY,CA,91977-4536,0,3,3,7000,201208,1,10,0,1,1,,0,0,6,0,12,,,,X20,
452728912,SAN DIEGO SHIRDI SAIBABA SPIRITUAL CENTER,% JANAKIRAMA YANDAPALLI,11344 TREBOL ST,SAN DIEGO,CA,92126-1233,0,3,3,1270,201110,1,15,0,1,1,202412.0,4,4,1,0,12,188004.0,185988.0,185988.0,X99,
452757425,WALKER ELEMENTARY PARENT TEACHER ORGANIZATION INCORPORATED,% ROCHELLE DAWES,9225 HILLERY DR,SAN DIEGO,CA,92126-2908,0,3,3,1000,202408,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B94,
452769513,EL PAN DE VIDA MINISTRIES INC,% TAMMEY STEENSON,545 GLENHEATHER DR,SAN MARCOS,CA,92069-2004,0,3,3,7000,201205,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X20,
452807486,LOS GATOS INTERNATIONAL EDUCATIONAL FOUNDATION,% GABRIEL MENDOZA,6385 SILVER BUSH CREEK ST,SAN DIEGO,CA,92130-5786,0,3,3,2000,201210,1,3,0,2,1,202407.0,4,4,0,1,7,150134.0,374272.0,,B99,
452810605,RESTORE SAN DIEGO NOW,,4608 GARDENA AVE,SAN DIEGO,CA,92110-3519,0,3,3,7000,201206,1,10,0,1,1,,0,0,6,0,5,,,,X21,
452812489,SAN DIEGO LEADERSHIP ALLIANCE INC,% AMANDA BERRY,4075 PARK BLVD STE 102 PMB 362,SAN DIEGO,CA,92103-3576,0,3,3,1000,201303,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,S20,
452813830,BE INVOLVED ACT NOW CHAMPION AUTISM INC,% ALLISON SCHNEPPER,163 - 2226 RIVER RUN DRIVE,SAN DIEGO,CA,92108-0000,0,3,3,1000,201112,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,B82,BIANCA
452818803,TUBB CANYON DESERT CONSERVANCY,% DAVID GARMON,230 W PALM ST,SAN DIEGO,CA,92103-5523,0,3,3,2100,201209,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,C30,
452829378,FOUNDATION FOR ARTS AND MUSIC PRESERVATION INC,% MAYNARD LEE TAD SISLER JR,PO BOX 400,CARDIFF,CA,92007-0400,0,3,3,1000,202308,1,4,0,1,1,202212.0,1,1,0,1,12,139.0,1.0,,A60,
452832956,1BILLION THIRSTY,% KARI LORENZEN,8400 REAGAN GLN,SAN DIEGO,CA,92127-4115,0,3,3,1000,201204,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,Q33,
452843336,BALBOA PARK CELEBRATION INC,% BENJAMIN CLAY,3947 BANDINI ST,SAN DIEGO,CA,92103-1532,0,3,3,1000,201109,1,15,0,1,1,,0,5,0,0,6,,,,N32,
452857543,JOHN G WATSON FOUNDATION INC,% STEPHEN F FLAIM,4455 FOXHOLLOW CT,SAN DIEGO,CA,92130-2429,0,3,3,1000,201407,1,21,0,1,1,202412.0,5,2,2,0,12,901082.0,20126.0,20126.0,S11,
452860912,ALL ABOUT MUSIC SAN DIEGO,% MARY GERARD,PO BOX 1300,BOULEVARD,CA,91905-0400,0,3,3,1200,201201,1,16,0,1,1,202506.0,3,3,0,0,6,53544.0,58480.0,58480.0,A68,
452862357,KNIGHTS OF COLUMBUS,% CARL REESE,15437 BARONA MESA WAY,RAMONA,CA,92065-4334,188,8,9,1000,194010,2,0,36029265,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,9133 SANTA MARIA VALLEY COUNCIL
452869564,CITY OF FAITH,,6265 UNIVERSITY AVE,SAN DIEGO,CA,92115-5707,0,3,3,1000,201508,1,10,0,1,1,,0,0,6,0,12,,,,X20,
452871111,KARAMA,% LARRY CHRISTIAN,2467 MARILOUISE WAY,SAN DIEGO,CA,92103-1013,0,3,3,1200,201205,1,15,0,1,1,202412.0,2,3,1,0,12,21849.0,88222.0,86350.0,A70,
452899279,COASTAL K9 GERMAN SHEPHERD RESCUE,% LAURA SARNO,PO BOX 722381,SAN DIEGO,CA,92172-2381,0,3,3,1000,201302,1,16,0,1,1,202412.0,6,5,1,0,12,2219383.0,945608.0,945608.0,D20,COASTAL GSR OF SAN DIEGO
452913236,CALL OF ZION,,183 2ND AVE,CHULA VISTA,CA,91910-1951,0,3,3,7000,201409,1,10,0,1,1,,0,0,6,0,12,,,,X99,
452946044,HELIOTROPE FOR HOSPICE,% DIANE L CITROWSKE,2750 WHEATSTONE ST SPC 148,SAN DIEGO,CA,92111-5447,0,3,3,1000,201109,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P74,
452957019,SPIELMAN FAMILY FOUNDATION,% AMY SPIELMAN,484 PROSPECT ST,LA JOLLA,CA,92037-4711,0,3,3,1000,201109,1,4,0,1,1,202412.0,6,6,0,1,12,3347909.0,2109765.0,,T22,
452970606,SAN DIEGO CHILDREN AND NATURE COLLABORATIVE,,4010 MORENA BLVD STE 100,SAN DIEGO,CA,92117-4547,0,3,3,1000,201510,1,16,0,1,1,202506.0,3,3,1,0,6,75761.0,91797.0,91797.0,C60,
452974456,VISTA SKATEPARK COALITION,% LYSSA FLAHERTY,1655 LITTLE GOPHER CANYON RD,VISTA,CA,92084-1117,0,3,3,1000,201311,1,16,0,1,1,202412.0,1,2,2,0,12,980.0,15000.0,15000.0,P20,
452982556,ENGINEERING AND GENERAL CONTRACTORS ASSOC NON-UNION INDUSTRY ADV FUND,% ENGINEERING & GENERAL CONTRACTORS,10140 RIVERFORD RD,LAKESIDE,CA,92040-2740,0,6,3,1000,201206,2,0,0,2,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,S46,
452988309,ORPHANS RELIEF FOUNDTION INC,% SAYED RASHEED SABERI,15870 CAMINO SAN BERNARDO,SAN DIEGO,CA,92127-2365,0,3,3,1000,201407,1,16,0,1,1,202412.0,3,4,1,0,12,35125.0,115874.0,115874.0,E12,
452992162,FOUNDATION FOR INDEPENDENT VOTER EDUCATION,% VIGO G NIELSEN JR,2700 ADAMS AVE STE 202,SAN DIEGO,CA,92116-1367,0,3,3,1000,201206,1,15,0,1,1,202406.0,3,4,1,0,6,75285.0,220545.0,220545.0,R40,
452996715,TEMPLO CRISTIANO LA HERMOSA CHURCH,% LAURO AGUIRRE,5728 WINCHESTER ST,SAN DIEGO,CA,92139-3040,0,3,3,1000,201408,1,10,0,1,1,,0,1,6,0,12,,,,X20,
453023607,HIDDEN TREASURES FOUNDATION,% BRIAN BECK,6545 GLIDDEN LN,SAN DIEGO,CA,92111-6946,0,3,3,1000,201203,1,15,0,1,1,202412.0,3,1,2,0,12,72465.0,1794.0,1794.0,P62,
453042628,SURFING MADONNA OCEANS PROJECT,% MIKE REDMAN,1261 WINDSOR RD,CARDIFF,CA,92007-1344,0,3,3,2000,201407,1,16,0,1,1,202412.0,4,4,1,0,12,380936.0,255820.0,239664.0,A99,
453044429,CUYAMACA WOODS FIRE SAFE COUNCIL INC,% BRYAN BARNES,PO BOX 1514,JULIAN,CA,92036-1514,0,3,3,1000,201303,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,M24,
453059000,INTERNATIONAL FOUNDATION OF THE SEVEN STARS,,10531 4S COMMONS DR STE 166 PMB 700,SAN DIEGO,CA,92127-3517,0,3,3,1700,201407,1,3,0,1,1,202407.0,6,3,0,1,7,3051459.0,32295.0,,X83,
453077311,MCSWEENEY FAMILY CHARITABLE FOUNDATION,% DANIEL MCSWEENEY,5473 COACH LN,SAN DIEGO,CA,92130-3746,0,3,3,1000,201308,1,4,0,1,1,202412.0,5,5,0,1,12,701282.0,730892.0,,T20,
453078837,PARENTS ADVOCATING TOGETHER,% DAYON HIGGINS,12344 ESCALA DR,SAN DIEGO,CA,92128-1209,0,3,3,1000,201302,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P40,
453084140,THOUGHT LEADERSHIP COUNCIL,% THOMAS THUDIYANPLACKAL,4687 TORREY CIR APT B106,SAN DIEGO,CA,92130-8919,0,3,3,1200,201111,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,O50,
453109600,DOGS ON DEPLOYMENT,% ALISA JOHNSON,970 W VALLEY PKWY BOX 667,ESCONDIDO,CA,92025-2554,0,3,3,1000,201203,1,15,0,1,1,202412.0,4,4,1,0,12,322047.0,359911.0,359911.0,D20,
453116089,ST KATHERINE OF ALEXANDRIA ORTHODOX CHURCH,,2720 LOKER AVE W STE C,CARLSBAD,CA,92010-6605,2365,3,9,7000,197210,1,10,1000000,1,1,,0,0,6,0,12,,,,,
453123703,URBAN LEADERSHIP DEVELOPMENT INSTITUTE,% JAVIER VILLEGAS,2700 ADAMS AVE STE 203,SAN DIEGO,CA,92116-1367,0,3,3,2000,201301,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B90,
453129725,POWAY TITAN BOYS SOCCER BOOSTERS,% ATHLETIC DIRECTOR,15500 ESPOLA RD,POWAY,CA,92064-2207,0,3,3,1000,202211,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N64,
453146286,COMMUNITY ALLIANCE FOR HEALTHY MINDS,% REX KENNEMER,PO BOX 27744,SAN DIEGO,CA,92198-1744,0,3,3,1000,201201,1,15,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,E70,
453156956,KOLPING YOUTH INTERNATIONAL,% JOHN BOSCO MUSINGUZI,1140 EVERGREEN ST,SAN DIEGO,CA,92106-2533,0,3,3,1000,201112,1,15,0,1,1,202412.0,0,4,1,0,12,0.0,358154.0,358154.0,X90,
453159902,VETERANS OF FOREIGN WARS POST 1512 FOUNDATION,% MICHAEL FOSTER TREASURER,6873 FEDERAL BLVD,LEMON GROVE,CA,91945-1315,0,3,3,1000,201201,1,15,0,1,1,202412.0,1,1,2,0,12,184.0,200.0,200.0,W30,
453180885,SAN DIEGO VETERANS COALITION,% TOM SPLITGERBER,3860 CALLE FORTUNADA STE 101,SAN DIEGO,CA,92123-4802,0,3,3,1000,201207,1,15,0,1,1,202312.0,2,2,2,0,12,22214.0,12357.0,12357.0,W30,
